Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Emil Holm\c2357b65,se SWE,DFMF,SønderjyskE,21,2000,25,25,2129,23.7,3,2,2,1,1,8,0,0.13,0.08,0.21,0.08,0.17,Matches
Martin Huldahl\d0e1ff00,dk DEN,FW,Viborg,16,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Daniel Høegh\01204d46,dk DEN,DF,Midtjylland,30,1991,19,17,1516,16.8,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Rasmus Højlund\491a433d,dk DEN,FW,FC Copenhagen,18,2003,15,1,306,3.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Hans Høllsberg\1b98ca74,dk DEN,MF,Vejle BK,19,2002,17,6,717,8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tarik Ibrahimagic\92cb1457,dk DEN,MF,Odense,20,2001,3,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Frederik Ibsen\95827107,dk DEN,DF,Brøndby,21,1999,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Frederik Ihler\91557c73,dk DEN,FW,AGF,18,2003,7,0,69,0.8,1,0,1,0,0,0,0,1.3,0,1.3,1.3,1.3,Matches
Gustav Isaksen\5715bb71,dk DEN,FWMF,Midtjylland,20,2001,30,26,1932,21.5,5,5,5,0,0,0,0,0.23,0.23,0.47,0.23,0.47,Matches
Mihajlo Ivan?evi?\144c84e6,rs SRB,DF,Odense,22,1999,8,7,640,7.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jens Jakob Thomasen\0746dbd1,dk DEN,MF,Odense,25,1996,28,25,2199,24.4,2,1,2,0,0,6,0,0.08,0.04,0.12,0.08,0.12,Matches
Manjrekar James\40676b27,ca CAN,DF,Vejle BK,27,1993,13,11,1044,11.6,0,0,0,0,0,4,0,0,0,0,0,0,Matches
Alassana Jatta\43375c57,gm GAM,FW,Viborg,22,1999,25,3,577,6.4,3,0,3,0,0,0,0,0.47,0,0.47,0.47,0.47,Matches
Issam Jebali\4b751020,tn TUN,MFFW,Odense,29,1991,25,22,1875,20.8,10,4,7,3,5,5,1,0.48,0.19,0.67,0.34,0.53,Matches
Elias Jelert\213f0daf,dk DEN,DF,FC Copenhagen,18,2003,11,4,439,4.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Isak Jensen\471c3240,dk DEN,FWMF,SønderjyskE,17,2003,19,5,582,6.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Lucas Jensen\157fd991,dk DEN,FW,Vejle BK,26,1994,4,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Oliver Jensen\53e442e2,dk DEN,MF,Midtjylland,19,2002,4,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Valdemar Jensen\cd1629bc,dk DEN,DF,FC Copenhagen,18,2003,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Victor Jensen\706a337d,dk DEN,DF,Midtjylland,17,2003,1,0,44,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Milan Jevtovi?\34bf7740,rs SRB,FW,AGF,28,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ísak Jóhannesson\c16c4e3b,is ISL,MFFW,FC Copenhagen,18,2003,16,5,531,5.9,4,1,4,0,0,2,0,0.68,0.17,0.85,0.68,0.85,Matches
Alexander Juel Andersen\02ee8a6f,dk DEN,DF,Odense,30,1991,18,14,1329,14.8,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
Jesper Juelsgård\28ab6d0d,dk DEN,DF,AGF,32,1989,5,0,69,0.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Juninho\72c01cfb,br BRA,DF,Midtjylland,25,1995,18,13,1246,13.8,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
Nicolai Jørgensen\dff19848,dk DEN,FW,FC Copenhagen,30,1991,9,4,342,3.8,1,0,1,0,0,1,0,0.26,0,0.26,0.26,0.26,Matches
Sebastian Jørgensen\d796974b,dk DEN,FWMF,Silkeborg,21,2000,32,28,2373,26.4,11,9,11,0,0,1,0,0.42,0.34,0.76,0.42,0.76,Matches
Anders K. Jacobsen\37753247,dk DEN,FW,SønderjyskE,31,1989,6,6,433,4.8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Mads Kaalund\4136671a,dk DEN,MF,Silkeborg,24,1996,7,4,431,4.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Joel Kabongo\3b1a8a71,dk DEN,DF,Randers,23,1998,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Bashkim Kadrii\f6bb360b,dk DEN,FW,Odense,30,1991,28,16,1430,15.9,1,2,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,Matches
Eric Kahl\e44381c2,se SWE,DFMF,AGF,19,2001,24,22,1884,20.9,2,3,2,0,0,3,0,0.1,0.14,0.24,0.1,0.24,Matches
Mikkel Kallesøe\5040fb79,dk DEN,DF,Randers,24,1997,17,15,1265,14.1,1,2,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,Matches
Alhaji Kamara\8846f47e,sl SLE,FW,Randers,27,1994,14,8,744,8.3,6,0,6,0,0,3,0,0.73,0,0.73,0.73,0.73,Matches
Pierre Kanstrup\97a63f1e,dk DEN,DF,SønderjyskE,32,1989,4,1,117,1.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Mamoudou Karamoko\23a10591,fr FRA,MF,FC Copenhagen,22,1999,2,0,26,0.3,0,1,0,0,0,0,0,0,3.46,3.46,0,3.46,Matches
Tosin Kehinde\bb8eb607,ng NGA,MFFW,Randers,23,1998,28,23,2098,23.3,5,3,5,0,0,4,0,0.21,0.13,0.34,0.21,0.34,Matches
Davit Khocholava\862fa9fb,ge GEO,DF,FC Copenhagen,28,1993,22,21,1822,20.2,1,1,1,0,0,10,0,0.05,0.05,0.1,0.05,0.1,Matches
Joel King\33803829,au AUS,DF,Odense,20,2000,11,11,926,10.3,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
Anders Klynge\bef3d795,dk DEN,MFFW,Silkeborg,20,2000,31,20,1854,20.6,2,4,2,0,0,0,0,0.1,0.19,0.29,0.1,0.29,Matches
Tobias Klysner\d18abeca,dk DEN,MFDF,Randers,20,2001,25,7,835,9.3,0,1,0,0,0,0,0,0,0.11,0.11,0,0.11,Matches
Troels Kløve\c26d24a3,dk DEN,MFFW,Odense,30,1990,26,10,980,10.9,1,2,1,0,0,2,0,0.09,0.18,0.28,0.09,0.28,Matches
Magnus Kofod Andersen\a4731ebc,dk DEN,MF,Nordsjælland,22,1999,31,28,2403,26.7,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
Marius Kolind\74e31254,dk DEN,FW,Vejle BK,19,2002,2,0,46,0.5,1,0,1,0,0,1,0,1.96,0,1.96,1.96,1.96,Matches
Denis Kolinger\991e3719,hr CRO,DF,Vejle BK,27,1994,29,29,2559,28.4,1,0,1,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches
Björn Kopplin\a77b5db5,de GER,DF,Randers,32,1989,29,26,2435,27.1,0,2,0,0,0,5,0,0,0.07,0.07,0,0.07,Matches
Emil Kornvig\35271c4d,dk DEN,MF,SønderjyskE,21,2000,23,17,1364,15.2,2,0,2,0,0,4,0,0.13,0,0.13,0.13,0.13,Matches
Lars Kramer\239cbe00,nl NED,DF,Viborg,22,1999,23,20,1824,20.3,4,0,4,0,0,5,2,0.2,0,0.2,0.2,0.2,Matches
Thomas Kristensen\fadf9a05,dk DEN,DF,AGF,19,2002,11,8,729,8.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kristófer Kristinsson\57190c2a,is ISL,FW,SønderjyskE,22,1999,20,7,664,7.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Willy Kumado\291b879c,,DF,Nordsjælland,,,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dawid Kurminowski\94d166d4,pl POL,FW,AGF,22,1999,25,11,967,10.7,2,0,2,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
Kasper Kusk\e4fcb211,dk DEN,MFFW,Aalborg,29,1991,26,14,1270,14.1,4,7,4,0,0,0,0,0.28,0.5,0.78,0.28,0.78,Matches
Mathias Kvistgaarden\49df363f,dk DEN,FW,Brøndby,19,2002,16,8,758,8.4,5,1,5,0,0,1,0,0.59,0.12,0.71,0.59,0.71,Matches
Kasper Larsen\d07de91d,dk DEN,DF,Odense,28,1993,22,22,1915,21.3,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Nicolai Larsen\49fcd7b8,dk DEN,GK,Silkeborg,30,1991,31,31,2790,31,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Frederik Lauenborg\5cc9caa1,dk DEN,MF,Randers,24,1997,27,20,1774,19.7,0,1,0,0,0,2,0,0,0.05,0.05,0,0.05,Matches
Jesper Lauridsen\c5f6f7d9,dk DEN,DF,Randers,30,1991,20,2,433,4.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Mads Lauritsen\5a5c015e,dk DEN,DF,Viborg,28,1993,28,27,2346,26.1,2,0,2,0,0,8,1,0.08,0,0.08,0.08,0.08,Matches
Ryan Laursen\ce69cd83,dk DEN,DFMF,Odense,29,1992,2,0,41,0.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Clint Leemans\66e43504,nl NED,MF,Viborg,25,1995,29,11,1123,12.5,3,3,2,1,1,2,0,0.24,0.24,0.48,0.16,0.4,Matches
Lukas Lerager\1b82f8df,dk DEN,MF,FC Copenhagen,28,1993,29,23,2089,23.2,6,1,6,0,0,7,0,0.26,0.04,0.3,0.26,0.3,Matches
Mart Lieder\1b21f77c,nl NED,FW,Odense,31,1990,15,1,328,3.6,2,0,2,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
Alexander Lind Rasmussen\4e014c3f,dk DEN,FW,Silkeborg,19,2002,6,3,230,2.6,1,0,1,0,0,0,0,0.39,0,0.39,0.39,0.39,Matches
Victor Lind\d2a83712,dk DEN,FW,Midtjylland,18,2003,20,3,511,5.7,3,0,3,0,0,1,0,0.53,0,0.53,0.53,0.53,Matches
Gift Links\fbfa9358,za RSA,FWMF,AGF,22,1998,21,11,940,10.4,1,1,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,Matches
Justin Lonwijk\9cf14be5,nl NED,MF,Viborg,21,1999,28,26,2135,23.7,3,3,3,0,0,6,0,0.13,0.13,0.25,0.13,0.25,Matches
Jonas Lössl\939bc634,dk DEN,GK,Midtjylland,32,1989,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Vágner Love\6d4d9e18,br BRA,FW,Midtjylland,37,1984,9,0,106,1.2,1,0,1,0,0,0,0,0.85,0,0.85,0.85,0.85,Matches
Lucas Lund Pedersen\20087b70,dk DEN,GK,Viborg,21,2000,26,26,2340,26,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Oliver Lund\e2cd47e0,dk DEN,DFMF,AGF,30,1990,26,18,1592,17.7,0,0,0,0,0,6,0,0,0,0,0,0,Matches
Lucas Lykkegaard\cc5343a8,dk DEN,DF,Nordsjælland,19,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Awer Mabil\922da988,au AUS,FW,Midtjylland,25,1995,9,2,295,3.3,1,3,1,0,0,1,0,0.31,0.92,1.22,0.31,1.22,Matches
Nicolas Madsen\6d7e4b06,dk DEN,MF,Midtjylland,21,2000,4,1,161,1.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Milan Makari?\e88b0189,rs SRB,FW,Aalborg,25,1995,30,25,1837,20.4,8,4,8,0,0,2,0,0.39,0.2,0.59,0.39,0.59,Matches
Foday Manneh\790c793b,gm GAM,FW,Vejle BK,21,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gustav Marcussen\2959525b,dk DEN,MF,Silkeborg,23,1998,3,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marrony\1dff86ec,br BRA,FW,Midtjylland,22,1999,7,2,208,2.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jens Martin Gammelby\b648463f,dk DEN,MF,Brøndby,26,1995,7,2,284,3.2,0,1,0,0,0,0,0,0,0.32,0.32,0,0.32,Matches
Erik Marxen\8db2c33b,dk DEN,DF,Nordsjælland,30,1990,8,7,615,6.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Erik Marxen\8db2c33b,dk DEN,DF,Randers,30,1990,14,10,886,9.8,0,2,0,0,0,1,0,0,0.2,0.2,0,0.2,Matches
Pelle Mattsson\8769d39d,dk DEN,MF,Silkeborg,19,2001,18,0,196,2.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Andreas Maxsø\52fdf512,dk DEN,DF,Brøndby,27,1994,27,27,2347,26.1,1,1,0,1,1,3,1,0.04,0.04,0.08,0,0.04,Matches
Oscar Meedom\a6579234,dk DEN,FW,Aalborg,15,2005,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jeff Mensah\bbeb2695,dk DEN,FW,Viborg,28,1992,6,1,188,2.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kevin Mensah\7d06360d,dk DEN,MFDF,Brøndby,30,1991,20,20,1748,19.4,1,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches
Max Meyer\eba42d2b,de GER,MF,Midtjylland,25,1995,8,2,254,2.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Thomas Mikkelsen\d0d98611,dk DEN,GK,Brøndby,37,1983,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Patrick Mortensen\f95cb908,dk DEN,FW,AGF,32,1989,28,22,2054,22.8,6,2,4,2,2,5,0,0.26,0.09,0.35,0.18,0.26,Matches
Faris Moumbagna\58aae0a9,cm CMR,FW,SønderjyskE,21,2000,10,2,333,3.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Victor Mpindi\a719c1ea,cm CMR,MF,SønderjyskE,24,1997,16,16,1313,14.6,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,Matches
Arbnor Mucolli\4a010ff6,al ALB,MFFW,Vejle BK,21,1999,26,25,2072,23,5,1,5,0,0,8,1,0.22,0.04,0.26,0.22,0.26,Matches
Paul Mukairu\dbfbdf06,ng NGA,MFFW,FC Copenhagen,21,2000,15,6,620,6.9,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
Alexander Munksgaard\5155fe21,dk DEN,DF,AGF,23,1997,17,13,1118,12.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Tobias Mølgaard\3935715a,dk DEN,MFDF,Vejle BK,25,1996,24,23,1962,21.8,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,Matches
Adamo Nagalo\1e1f3918,ci CIV,DF,Nordsjælland,18,2002,27,23,2028,22.5,1,1,1,0,0,3,1,0.04,0.04,0.09,0.04,0.09,Matches
Marokhy Ndione\227691ea,se SWE,FW,Viborg,21,1999,2,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Victor Nelsson\e53b5534,dk DEN,DF,FC Copenhagen,22,1998,2,1,92,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rasmus Nicolaisen\3f319bb9,dk DEN,DF,Midtjylland,24,1997,3,1,120,1.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Oliver Nielsen\e97adead,dk DEN,DF,Vejle BK,18,2003,5,3,316,3.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emeka Nnamani\01ee9593,dk DEN,FW,Nordsjælland,19,2001,2,0,34,0.4,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Anders Noshe\446a085a,dk DEN,FW,Aalborg,15,2006,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ernest Nuamah\234a703c,gh GHA,FW,Nordsjælland,17,2003,9,0,201,2.2,1,0,1,0,0,1,0,0.45,0,0.45,0.45,0.45,Matches
Raphael Nwadike\751a0fb5,ng NGA,MF,Midtjylland,20,2001,31,29,2542,28.2,2,2,2,0,0,7,0,0.07,0.07,0.14,0.07,0.14,Matches
Benjamin Nygren\d6ebf67f,se SWE,FWMF,Nordsjælland,20,2001,12,8,636,7.1,1,0,1,0,0,3,0,0.14,0,0.14,0.14,0.14,Matches
Stephen Odey\6a479195,ng NGA,FW,Randers,23,1998,23,21,1817,20.2,7,1,6,1,2,2,1,0.35,0.05,0.4,0.3,0.35,Matches
Ebenezer Ofori\a5d77c4e,gh GHA,MF,Vejle BK,26,1995,14,12,954,10.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Andreas Oggesen\c6940c2e,dk DEN,MF,Silkeborg,27,1994,22,9,753,8.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emmanuel Ogura\b5528788,gh GHA,GK,Nordsjælland,19,2002,7,7,630,7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Marios Oikonomou\3b9858f5,gr GRE,DF,FC Copenhagen,28,1992,5,1,108,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rilwan Olanrewaju Hassan\932c9313,ng NGA,FWMF,SønderjyskE,30,1991,26,12,1142,12.7,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
Patrick Olsen\29c9b554,dk DEN,MFFW,AGF,27,1994,13,9,870,9.7,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,Matches
Vincent Onovo\b0a8d967,ng NGA,MF,Randers,25,1995,8,3,242,2.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jerome Opoku\091d6ee5,eng ENG,DF,Vejle BK,22,1998,20,17,1531,17,0,1,0,0,0,6,1,0,0.06,0.06,0,0.06,Matches
Moses Opondo\9049ebe8,ug UGA,MFFW,Odense,23,1997,13,4,377,4.2,1,2,1,0,0,0,0,0.24,0.48,0.72,0.24,0.72,Matches
David Ousted\28269907,dk DEN,GK,Midtjylland,36,1985,11,10,906,10.1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Kristoffer Pallesen\4000cb57,dk DEN,MFDF,Aalborg,31,1990,31,30,2563,28.5,0,5,0,0,0,8,0,0,0.18,0.18,0,0.18,Matches
Paulinho\f3fa599d,br BRA,MFDF,Midtjylland,26,1995,23,19,1518,16.9,1,1,1,0,0,5,0,0.06,0.06,0.12,0.06,0.12,Matches
Andrija Pavlovi?\f0e3b343,rs SRB,FW,Brøndby,27,1993,18,3,481,5.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Andreas Pedersen\504a7cfa,dk DEN,FW,Nordsjælland,18,2003,5,2,145,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Brandon Pierrick\9a526299,eng ENG,MF,Vejle BK,19,2001,3,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Simon Piesinger\a7fb1a06,at AUT,DF,Randers,29,1992,31,29,2622,29.1,1,1,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07,Matches
Andrés Ponce\d9600938,ve VEN,FW,Vejle BK,24,1996,25,13,1184,13.2,1,2,1,0,0,1,0,0.08,0.15,0.23,0.08,0.23,Matches
Nicolai Poulsen\661116ba,dk DEN,MF,AGF,27,1993,28,27,2225,24.7,1,0,1,0,0,11,0,0.04,0,0.04,0.04,0.04,Matches
Tim Prica\d646e08c,se SWE,FW,Aalborg,19,2002,16,2,483,5.4,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,Matches
Vladimir Prijovi?\11557b01,rs SRB,DF,Aalborg,19,2002,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Louka Prip\6447d49f,dk DEN,MFFW,Aalborg,24,1997,32,28,2496,27.7,14,4,11,3,3,0,0,0.5,0.14,0.65,0.4,0.54,Matches
Dániel Prosser\1c2ce1ea,hu HUN,FWMF,SønderjyskE,27,1994,11,7,565,6.3,2,0,2,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
Andreas Pyndt Andersen\17e8b732,dk DEN,MF,Brøndby,20,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Josip Radoševi?\6afcaaa3,hr CRO,MF,Brøndby,27,1994,26,24,2070,23,1,1,1,0,0,3,1,0.04,0.04,0.09,0.04,0.09,Matches
Elías Rafn Ólafsson\99047b00,is ISL,GK,Midtjylland,21,2000,14,14,1254,13.9,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
Søren Reese\816af57d,dk DEN,DF,SønderjyskE,28,1993,8,6,508,5.6,0,1,0,0,0,1,0,0,0.18,0.18,0,0.18,Matches
Charles Rigon Matos\6ff91a3a,br BRA,MFFW,Midtjylland,25,1996,23,9,915,10.2,1,1,1,0,0,4,0,0.1,0.1,0.2,0.1,0.2,Matches
Jacob Rinne\09d131ed,se SWE,GK,Aalborg,28,1993,32,32,2880,32,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Blas Riveros\87d8b5a3,py PAR,DFMF,Brøndby,23,1998,18,15,1315,14.6,0,4,0,0,0,0,0,0,0.27,0.27,0,0.27,Matches
Oliver Rose-Villadsen\cc8165ec,dk DEN,DFMF,Nordsjælland,19,2001,32,31,2655,29.5,5,5,5,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
Mathias Ross\549d4e3e,dk DEN,DF,Aalborg,20,2001,27,24,1958,21.8,1,0,1,0,0,10,1,0.05,0,0.05,0.05,0.05,Matches
Oliver Ross\9d4303f7,dk DEN,MF,Aalborg,16,2004,10,1,286,3.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sigurd Rosted\5777eca0,no NOR,DF,Brøndby,27,1994,26,24,2115,23.5,1,2,1,0,0,8,0,0.04,0.09,0.13,0.04,0.13,Matches
Rufo\00174fb2,es ESP,MFFW,Aalborg,28,1993,6,2,162,1.8,0,1,0,0,0,1,0,0,0.56,0.56,0,0.56,Matches
Nicklas Røjkjær\0d938ef6,dk DEN,DF,Silkeborg,23,1998,10,1,204,2.3,1,0,1,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
Look Saa Mickelson\d5088b9a,th THA,DF,Odense,22,1999,24,24,2060,22.9,0,2,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
Emmanuel Sabbi\2e1b7c83,us USA,MF,Odense,23,1997,30,25,2162,24,3,3,2,1,1,6,0,0.12,0.12,0.25,0.08,0.21,Matches
Ibrahim Sadiq\9200d432,gh GHA,MFFW,Nordsjælland,21,2000,6,2,183,2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Valdemar Sadrifar\d00fee0b,ir IRN,FW,Vejle BK,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ibrahim Said\1815ae03,ng NGA,FW,Viborg,19,2002,19,4,526,5.8,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,Matches
Yousef Salech\4cf80d1d,dk DEN,FW,Brøndby,19,2002,2,0,23,0.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Tobias Salquist\4467ad95,dk DEN,DF,Silkeborg,26,1995,32,32,2875,31.9,3,0,3,0,0,2,0,0.09,0,0.09,0.09,0.09,Matches
Bubacarr Sanneh\586b19eb,gm GAM,DF,SønderjyskE,26,1994,8,6,552,6.1,0,1,0,0,0,0,0,0,0.16,0.16,0,0.16,Matches
Andreas Schjelderup\a427724f,no NOR,FWMF,Nordsjælland,17,2004,22,16,1357,15.1,4,0,2,2,2,2,0,0.27,0,0.27,0.13,0.13,Matches
Philipp Schmiedl\68f0287a,at AUT,DF,SønderjyskE,24,1997,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jacob Schoop\17eb6b55,dk DEN,MF,Vejle BK,32,1988,11,9,721,8,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
Robin Schouten\12dc7025,nl NED,MF,SønderjyskE,23,1998,5,1,93,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexander Simmelhack\7cbd9f32,dk DEN,FW,Randers,15,2005,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ayo Simon Okosun\9e8e1a60,dk DEN,MF,Odense,28,1993,21,12,1104,12.3,1,0,1,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
Jeppe Simonsen\6c3d5243,ht HAI,FWDF,SønderjyskE,25,1995,13,8,802,8.9,1,1,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,Matches
Doguhan Simsir\f91fa277,dk DEN,FW,Midtjylland,19,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jagvir Singh Sidhu\ddc5a43e,dk DEN,FW,Brøndby,20,2001,4,0,38,0.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Luther Singh\e4377b65,za RSA,FWMF,FC Copenhagen,23,1997,4,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pione Sisto\fd9c4805,dk DEN,FWMF,Midtjylland,26,1995,24,15,1419,15.8,2,3,2,0,0,3,0,0.13,0.19,0.32,0.13,0.32,Matches
Anton Skipper\9430626a,dk DEN,DFMF,Brøndby,21,2000,5,5,293,3.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jørgen Skjelvik\7bfd96fd,no NOR,DF,Odense,30,1991,29,23,2156,24,3,2,3,0,0,1,0,0.13,0.08,0.21,0.13,0.21,Matches
Tobias Slotsager\a20b6f5e,dk DEN,DF,Odense,15,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Oliver Sonne\b66b8d5e,dk DEN,DF,Silkeborg,20,2000,15,8,766,8.5,0,1,0,0,0,1,0,0,0.12,0.12,0,0.12,Matches
Maxime Soulas\49a26a39,fr FRA,DF,SønderjyskE,22,1999,13,10,862,9.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Allan Sousa\0bc03d9f,br BRA,FWMF,Vejle BK,24,1997,28,25,2192,24.4,2,3,0,2,2,8,0,0.08,0.12,0.21,0,0.12,Matches
Jens Stage\1fffae99,dk DEN,MF,FC Copenhagen,24,1996,22,19,1714,19,5,1,5,0,0,4,0,0.26,0.05,0.32,0.26,0.32,Matches
Orri Steinn Óskarsson\d0b8e745,is ISL,FW,FC Copenhagen,16,2004,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sander Svendsen\da60fd2a,no NOR,MF,Odense,23,1997,13,7,670,7.4,4,1,4,0,0,0,0,0.54,0.13,0.67,0.54,0.67,Matches
Daniel Svensson\124c9382,se SWE,DFMF,Nordsjælland,19,2002,27,10,1022,11.4,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,Matches
Erik Sviatchenko\9614b550,dk DEN,DF,Midtjylland,29,1991,25,22,1894,21,4,0,4,0,0,4,0,0.19,0,0.19,0.19,0.19,Matches
Mads Søndergaard\ee6cff70,dk DEN,MF,Viborg,18,2002,5,0,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christian Sørensen\c8829a58,dk DEN,DF,Viborg,28,1992,32,32,2880,32,2,8,2,0,0,4,0,0.06,0.25,0.31,0.06,0.31,Matches
Abdulrahman Taiwo\798ecc4d,ng NGA,FW,SønderjyskE,22,1998,15,10,919,10.2,1,2,1,0,0,3,0,0.1,0.2,0.29,0.1,0.29,Matches
