Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,PK,PKatt,Matches
Pavle Vagi?\8f906c5f,se SWE,MF,Malmö,21,2000,5.4,0,0,0,,0,0,,,,0,0,Matches
Tommi Vaiho\8610da59,se SWE,GK,Djurgården,32,1988,1.7,0,0,0,,0,0,,,,0,0,Matches
Leo Väisänen\93b56ba5,fi FIN,DF,Elfsborg,23,1997,22.7,3,19,6,31.6,0.84,0.26,0.16,0.5,,0,0,Matches
Aleksandr Vasyutin\61911828,ru RUS,GK,Djurgården,25,1995,9.3,0,0,0,,0,0,,,,0,0,Matches
Isak Vidjeskog\819c5fcf,fi FIN,MF,Kalmar,16,2004,0,0,0,0,,0,0,,,,0,0,Matches
Adam Vikman\677889a9,se SWE,MF,Sirius,17,2003,0.4,0,2,0,0,5,0,0,,,0,0,Matches
Linus Wahlqvist\15a7b2f3,se SWE,DF,Norrköping,24,1996,27.5,3,18,4,22.2,0.65,0.15,0.17,0.75,,0,0,Matches
Patrik Wålemark\7d7660da,se SWE,MFFW,Häcken,19,2001,21.8,9,66,33,50,3.02,1.51,0.14,0.27,,0,0,Matches
Kevin Walker\20701686,se SWE,MF,Örebro,31,1989,16.5,0,16,5,31.3,0.97,0.3,0,0,,0,0,Matches
Max Watson\18d95619,se SWE,DF,Mjällby,24,1996,28.9,0,14,2,14.3,0.48,0.07,0,0,,0,0,Matches
Oscar Wendt\b69261a0,se SWE,DF,Göteborg,35,1985,14.9,2,11,3,27.3,0.74,0.2,0.18,0.67,,0,0,Matches
Pontus Wernbloom\d7398ac3,se SWE,MF,Göteborg,34,1986,1.5,0,1,0,0,0.66,0,0,,,0,0,Matches
Marco Weymans\cac84ca4,bi BDI,MFDF,Östersund,23,1997,7.7,1,3,2,66.7,0.39,0.26,0.33,0.5,,0,0,Matches
Alfie Whiteman\3f2587ee,eng ENG,GK,Degerfors,22,1998,13,0,0,0,,0,0,,,,0,0,Matches
Dennis Widgren\512a52c6,se SWE,DFMF,Hammarby,26,1994,0.3,0,0,0,,0,0,,,,0,0,Matches
Dennis Widgren\512a52c6,se SWE,MFDF,Sirius,26,1994,15.4,0,8,2,25,0.52,0.13,0,0,,0,0,Matches
Oscar Wilhelmsson\e7f4869a,se SWE,FW,Göteborg,17,2003,8.7,2,20,7,35,2.3,0.81,0.1,0.29,,0,0,Matches
Albin Winbo\2b5cd02e,se SWE,MF,Varberg,23,1997,10.4,1,8,2,25,0.77,0.19,0.13,0.5,,0,0,Matches
Aslak Witry\3f30f12a,no NOR,DF,Djurgården,24,1996,14,5,27,9,33.3,1.93,0.64,0.11,0.33,,2,2,Matches
Kevin Wright\7aea4231,sl SLE,DF,Örebro,25,1995,12.5,0,6,0,0,0.48,0,0,,,0,0,Matches
Magnus Wørts\d9a29c01,dk DEN,DF,Mjällby,21,1999,6.2,0,4,0,0,0.65,0,0,,,0,0,Matches
Kevin Yakob\18d3b8df,se SWE,MFFW,Göteborg,20,2000,10.3,2,29,9,31,2.8,0.87,0.07,0.22,,0,0,Matches
Ahmed Yasin Ghani\eb5383a8,iq IRQ,FW,Örebro,29,1991,2,2,7,4,57.1,3.54,2.02,0.29,0.5,,0,0,Matches
Saku Ylätupa\ed87c761,fi FIN,MFFW,AIK Stockholm,21,1999,8.8,1,15,2,13.3,1.7,0.23,0.07,0.5,,0,0,Matches
Ali Youssef\2e820983,tn TUN,FW,Häcken,20,2000,3,2,5,4,80,1.64,1.31,0.4,0.5,,0,0,Matches
Alhassan Yusuf\0de73fa4,ng NGA,MF,Göteborg,20,2000,8.5,0,8,1,12.5,0.94,0.12,0,0,,0,0,Matches
Hampus Zackrisson\6e784c33,se SWE,DF,Varberg,26,1994,16.3,0,4,2,50,0.24,0.12,0,0,,0,0,Matches
Oliver Zandén\72d4922b,se SWE,DF,Elfsborg,19,2001,4.2,0,7,0,0,1.66,0,0,,,0,0,Matches
Moustafa Zeidan\eca2b6b8,se SWE,MF,Sirius,22,1998,17.3,3,34,8,23.5,1.96,0.46,0.09,0.38,,0,0,Matches
Jacob Zetterström\ac5120d8,se SWE,GK,Djurgården,22,1998,19,0,0,0,,0,0,,,,0,0,Matches
Nikola ?ur?i?\e61406e4,rs SRB,FW,Degerfors,34,1986,8.1,2,18,4,22.2,2.23,0.5,0.11,0.5,,0,0,Matches
