Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Tobias Sana\52a7bcfe,se SWE,MFFW,Göteborg,31,1989,29,29,2598,28.9,7,6,4,3,5,1,0,0.24,0.21,0.45,0.14,0.35,Matches
Simon Sandberg\05b00fef,se SWE,DFMF,Hammarby,26,1994,24,16,1487,16.5,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,Matches
Amin Sarr\d5326924,se SWE,FW,Mjällby,19,2001,19,18,1480,16.4,8,1,7,1,1,2,0,0.49,0.06,0.55,0.43,0.49,Matches
Amin Sarr\d5326924,se SWE,FW,Malmö,19,2001,3,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rasmus Schüller\0e624c72,fi FIN,MF,Djurgården,29,1991,26,26,2121,23.6,0,1,0,0,0,7,1,0,0.04,0.04,0,0.04,Matches
David Seger\9fad4bf0,se SWE,MFFW,Örebro,21,1999,29,22,1923,21.4,1,2,1,0,0,3,0,0.05,0.09,0.14,0.05,0.14,Matches
Astrit Seljmani\830a34ec,xk KVX,FW,Hammarby,23,1997,26,23,1952,21.7,9,6,8,1,1,6,0,0.41,0.28,0.69,0.37,0.65,Matches
Jerell Sellars\84bf4600,eng ENG,MFFW,Östersund,25,1995,14,5,601,6.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Maic Sema\de78cee4,se SWE,FWMF,Norrköping,32,1988,23,7,634,7,2,0,2,0,0,0,0,0.28,0,0.28,0.28,0.28,Matches
Laorent Shabani\4c8ad16c,se SWE,MFDF,Sirius,21,1999,28,21,1815,20.2,1,6,1,0,0,1,0,0.05,0.3,0.35,0.05,0.35,Matches
Noah Shamoun\cb75ed1e,se SWE,FWMF,Kalmar,18,2002,20,7,658,7.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Aimar Sher\ef301f96,se SWE,MF,Hammarby,18,2002,10,5,472,5.2,0,0,0,0,0,5,0,0,0,0,0,0,Matches
Kolbeinn Sigþórsson\adf825b9,is ISL,FW,Göteborg,30,1990,17,16,1359,15.1,4,3,4,0,0,1,0,0.26,0.2,0.46,0.26,0.46,Matches
Stefan Silva\86cad0e9,se SWE,MF,AIK Stockholm,30,1990,5,1,156,1.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Taylor Silverholt\868b9f43,se SWE,FW,Mjällby,19,2001,6,0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Robin Simovi?\4a4d38ca,se SWE,FW,Varberg,29,1991,20,15,1346,15,3,0,3,0,0,5,0,0.2,0,0.2,0.2,0.2,Matches
Axel Sjöberg\3774bc38,se SWE,MF,Hammarby,20,2000,2,1,67,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Herman Sjögrell\f5ea4560,se SWE,FW,Sirius,19,2001,7,0,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rasmus Sjöstedt\b8b8b314,se SWE,DF,Kalmar,28,1992,23,22,1885,20.9,1,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches
Andreas Skovgaard\43664f05,dk DEN,DF,Örebro,23,1997,23,22,1962,21.8,0,0,0,0,0,8,1,0,0,0,0,0,Matches
Robin Söder\9ecca9b5,se SWE,FW,Göteborg,29,1991,16,2,284,3.2,2,0,2,0,0,0,0,0.63,0,0.63,0.63,0.63,Matches
Noah Söderberg\23562628,se SWE,MF,Elfsborg,19,2001,6,0,86,1,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dean Solomons\7c5d5b61,za RSA,DF,Varberg,21,1999,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Noah Sonko Sundberg\f18c0f1f,gm GAM,DF,Östersund,24,1996,24,24,2143,23.8,1,2,1,0,0,5,0,0.04,0.08,0.13,0.04,0.13,Matches
Isak Ssewankambo\d457def7,se SWE,MFDF,Östersund,24,1996,18,17,1435,15.9,0,2,0,0,0,3,0,0,0.13,0.13,0,0.13,Matches
Adam Ståhl\840207c9,se SWE,MFDF,Sirius,26,1994,24,15,1592,17.7,4,2,4,0,0,3,0,0.23,0.11,0.34,0.23,0.34,Matches
Oliver Stanisic\b884c338,se SWE,DF,Varberg,26,1994,26,22,2049,22.8,5,0,5,0,0,4,0,0.22,0,0.22,0.22,0.22,Matches
Nicolás Stefanelli\21a529cf,ar ARG,FWMF,AIK Stockholm,26,1994,29,28,2211,24.6,12,1,12,0,0,2,1,0.49,0.04,0.53,0.49,0.53,Matches
Johan Stenmark\a5a1a033,se SWE,DF,Kalmar,21,1999,15,8,739,8.2,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,Matches
Malcolm Stolt\02bbfec2,se SWE,FWMF,Östersund,20,2000,18,10,916,10.2,1,2,1,0,0,5,1,0.1,0.2,0.29,0.1,0.29,Matches
Simon Strand\2df964cf,se SWE,DF,Elfsborg,27,1993,26,26,2281,25.3,0,2,0,0,0,6,1,0,0.08,0.08,0,0.08,Matches
Tom Strannegard\e2da3e4e,se SWE,MFDF,AIK Stockholm,18,2002,14,3,362,4,1,1,1,0,0,1,0,0.25,0.25,0.5,0.25,0.5,Matches
August Strömberg\db810c46,se SWE,GK,Varberg,28,1992,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yukiya Sugita\8f7e132f,jp JPN,FWMF,Sirius,27,1993,17,15,1129,12.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Hannes Sveijer\3df2d5aa,se SWE,GK,Sirius,18,2002,5,4,361,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Gustav Svensson\733713ef,se SWE,MF,Göteborg,33,1987,19,19,1661,18.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Oskar Sverrisson\5354a2a3,is ISL,DF,Häcken,28,1992,16,3,441,4.9,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Williot Swedberg\184fe4b2,se SWE,MF,Hammarby,16,2004,19,8,756,8.4,2,1,2,0,0,2,0,0.24,0.12,0.36,0.24,0.36,Matches
Edi Sylisufaj\dc84aa79,se SWE,FWMF,Sirius,20,2000,15,6,587,6.5,3,1,3,0,0,2,0,0.46,0.15,0.61,0.46,0.61,Matches
Lars Sætra\40134a35,no NOR,DF,Kalmar,29,1991,28,28,2504,27.8,0,1,0,0,0,3,0,0,0.04,0.04,0,0.04,Matches
Jonathan Tamimi\bdd2c16c,jo JOR,MFDF,Degerfors,26,1994,18,2,488,5.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Franklin Tebo\b37c5951,ng NGA,DF,Häcken,21,2000,5,0,176,2,0,1,0,0,0,0,0,0,0.51,0.51,0,0.51,Matches
Edvin Tellgren\d113077c,se SWE,DF,Norrköping,16,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Christopher Telo\35e05d5b,se SWE,MFDF,Norrköping,31,1989,21,6,695,7.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Simon Thern\3933becd,se SWE,MF,Göteborg,28,1992,19,12,1203,13.4,1,2,1,0,0,2,0,0.07,0.15,0.22,0.07,0.22,Matches
Joona Toivio\2794a536,fi FIN,DF,Häcken,32,1988,25,24,2031,22.6,1,0,1,0,0,2,0,0.04,0,0.04,0.04,0.04,Matches
Ola Toivonen\de4fe7a2,se SWE,MFFW,Malmö,34,1986,8,7,510,5.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Jesper Tolinsson\1a5fa6a3,se SWE,DF,Göteborg,17,2003,8,8,702,7.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emil Töt Wikström\c5151b67,se SWE,MF,Halmstad,21,1999,28,13,1249,13.9,1,0,1,0,0,1,0,0.07,0,0.07,0.07,0.07,Matches
Robin Tranberg\c1ba89bf,se SWE,MFFW,Varberg,27,1993,25,19,1421,15.8,1,0,1,0,0,8,0,0.06,0,0.06,0.06,0.06,Matches
Jasse Tuominen\aaee68f1,fi FIN,FWMF,Häcken,25,1995,14,7,631,7,1,0,1,0,0,0,0,0.14,0,0.14,0.14,0.14,Matches
Blair Turgott\2c272afa,jm JAM,FW,Östersund,26,1994,24,24,2147,23.9,10,1,10,0,0,4,0,0.42,0.04,0.46,0.42,0.46,Matches
Jacob Une Larsson\b45672e0,se SWE,DF,Djurgården,26,1994,28,28,2374,26.4,3,0,3,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches
Pavle Vagi?\8f906c5f,se SWE,MF,Malmö,21,2000,7,5,490,5.4,0,1,0,0,0,2,0,0,0.18,0.18,0,0.18,Matches
Tommi Vaiho\8610da59,se SWE,GK,Djurgården,32,1988,2,1,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Leo Väisänen\93b56ba5,fi FIN,DF,Elfsborg,23,1997,23,23,2046,22.7,3,1,3,0,0,3,0,0.13,0.04,0.18,0.13,0.18,Matches
Aleksandr Vasyutin\61911828,ru RUS,GK,Djurgården,25,1995,10,10,835,9.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Isak Vidjeskog\819c5fcf,fi FIN,MF,Kalmar,16,2004,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Adam Vikman\677889a9,se SWE,MF,Sirius,17,2003,2,0,36,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Linus Wahlqvist\15a7b2f3,se SWE,DF,Norrköping,24,1996,28,28,2478,27.5,3,5,3,0,0,2,0,0.11,0.18,0.29,0.11,0.29,Matches
Patrik Wålemark\7d7660da,se SWE,MFFW,Häcken,19,2001,29,23,1965,21.8,9,7,9,0,0,3,0,0.41,0.32,0.73,0.41,0.73,Matches
Kevin Walker\20701686,se SWE,MF,Örebro,31,1989,19,17,1487,16.5,0,2,0,0,0,6,0,0,0.12,0.12,0,0.12,Matches
Max Watson\18d95619,se SWE,DF,Mjällby,24,1996,29,29,2605,28.9,0,1,0,0,0,3,0,0,0.03,0.03,0,0.03,Matches
Oscar Wendt\b69261a0,se SWE,DF,Göteborg,35,1985,15,15,1338,14.9,2,3,2,0,0,1,0,0.13,0.2,0.34,0.13,0.34,Matches
Pontus Wernbloom\d7398ac3,se SWE,MF,Göteborg,34,1986,6,1,137,1.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Marco Weymans\cac84ca4,bi BDI,MFDF,Östersund,23,1997,13,6,692,7.7,1,1,1,0,0,4,0,0.13,0.13,0.26,0.13,0.26,Matches
Alfie Whiteman\3f2587ee,eng ENG,GK,Degerfors,22,1998,13,13,1170,13,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Dennis Widgren\512a52c6,se SWE,DFMF,Hammarby,26,1994,2,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dennis Widgren\512a52c6,se SWE,MFDF,Sirius,26,1994,18,16,1388,15.4,0,3,0,0,0,2,0,0,0.19,0.19,0,0.19,Matches
Oscar Wilhelmsson\e7f4869a,se SWE,FW,Göteborg,17,2003,14,9,781,8.7,2,1,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,Matches
Albin Winbo\2b5cd02e,se SWE,MF,Varberg,23,1997,24,9,933,10.4,1,0,1,0,0,8,0,0.1,0,0.1,0.1,0.1,Matches
Aslak Witry\3f30f12a,no NOR,DF,Djurgården,24,1996,14,14,1260,14,5,1,3,2,2,2,0,0.36,0.07,0.43,0.21,0.29,Matches
Kevin Wright\7aea4231,sl SLE,DF,Örebro,25,1995,15,14,1129,12.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Magnus Wørts\d9a29c01,dk DEN,DF,Mjällby,21,1999,10,5,557,6.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kevin Yakob\18d3b8df,se SWE,MFFW,Göteborg,20,2000,23,8,931,10.3,2,1,2,0,0,2,0,0.19,0.1,0.29,0.19,0.29,Matches
Ahmed Yasin Ghani\eb5383a8,iq IRQ,FW,Örebro,29,1991,3,2,178,2,2,0,2,0,0,0,0,1.01,0,1.01,1.01,1.01,Matches
Saku Ylätupa\ed87c761,fi FIN,MFFW,AIK Stockholm,21,1999,11,10,796,8.8,1,3,1,0,0,2,0,0.11,0.34,0.45,0.11,0.45,Matches
Ali Youssef\2e820983,tn TUN,FW,Häcken,20,2000,7,3,274,3,2,0,2,0,0,0,0,0.66,0,0.66,0.66,0.66,Matches
Alhassan Yusuf\0de73fa4,ng NGA,MF,Göteborg,20,2000,10,9,762,8.5,0,2,0,0,0,0,0,0,0.24,0.24,0,0.24,Matches
Hampus Zackrisson\6e784c33,se SWE,DF,Varberg,26,1994,20,17,1471,16.3,0,0,0,0,0,7,0,0,0,0,0,0,Matches
Oliver Zandén\72d4922b,se SWE,DF,Elfsborg,19,2001,5,4,379,4.2,0,1,0,0,0,1,0,0,0.24,0.24,0,0.24,Matches
Moustafa Zeidan\eca2b6b8,se SWE,MF,Sirius,22,1998,20,17,1561,17.3,3,1,3,0,0,0,0,0.17,0.06,0.23,0.17,0.23,Matches
Jacob Zetterström\ac5120d8,se SWE,GK,Djurgården,22,1998,19,19,1710,19,0,1,0,0,0,1,0,0,0.05,0.05,0,0.05,Matches
Nikola ?ur?i?\e61406e4,rs SRB,FW,Degerfors,34,1986,11,8,727,8.1,2,1,2,0,0,3,0,0.25,0.12,0.37,0.25,0.37,Matches
