Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
Emil Jonassen\edbb7e67,no NOR,DF,Odd,27,1993,4,2,159,1.8,0,1,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches
Emil Jonassen\edbb7e67,no NOR,DF,Stabæk,27,1993,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Filip Jörgensen\2e6e223a,no NOR,MF,Odd,18,2002,28,27,2360,26.2,2,0,2,0,0,2,0,0.08,0,0.08,0.08,0.08,Matches
Ole Jørgen Halvorsen\13d74bff,no NOR,FWMF,Sarpsborg 08,33,1987,24,9,966,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,Matches
Kevin Kabran\a1d6139f,se SWE,FWMF,Viking,27,1993,28,19,1812,20.1,3,6,3,0,0,3,0,0.15,0.3,0.45,0.15,0.45,Matches
Jordan Kadiri\0ae77d52,ng NGA,FW,Strømsgodset,20,2000,7,1,164,1.8,1,0,1,0,0,0,0,0.55,0,0.55,0.55,0.55,Matches
Kaan Kairinen\b3dcc2cf,fi FIN,MF,Lillestrøm,22,1998,20,17,1493,16.6,1,3,1,0,1,1,0,0.06,0.18,0.24,0.06,0.24,Matches
Liridon Kalludra\c22336ee,se SWE,MFFW,Kristiansund,29,1991,25,12,1115,12.4,2,4,2,0,0,3,0,0.16,0.32,0.48,0.16,0.48,Matches
Benjamin Karamoko\acb9db1b,ml MLI,DF,Sarpsborg 08,25,1995,23,16,1502,16.7,0,1,0,0,0,5,0,0,0.06,0.06,0,0.06,Matches
Jacob Karlstrom\eb6fac77,no NOR,GK,Tromsø,24,1997,30,30,2700,30,0,1,0,0,0,1,0,0,0.03,0.03,0,0.03,Matches
Sander Kartum\15aa1463,no NOR,MF,Kristiansund,25,1995,26,15,1257,14,4,1,4,0,0,4,0,0.29,0.07,0.36,0.29,0.36,Matches
Flamur Kastrati\f1972d2e,xk KVX,FW,Odd,29,1991,13,6,482,5.4,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Flamur Kastrati\f1972d2e,xk KVX,FW,Kristiansund,29,1991,9,3,253,2.8,0,1,0,0,0,2,0,0,0.36,0.36,0,0.36,Matches
Oleksiy Khoblenko\77d1f9af,ua UKR,FW,Stabæk,26,1994,4,1,141,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jørgen Kili Fjeldskår\c7eda84c,no NOR,DF,Sandefjord,18,2002,2,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Simen Kind Mikalsen\04370015,no NOR,DFMF,Lillestrøm,27,1993,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kosuke Kinoshita\2b42a1f1,jp JPN,FW,Stabæk,26,1994,10,7,598,6.6,1,0,1,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
Eric Kitolano\9bdb6d1b,no NOR,MF,Tromsø,23,1997,28,27,2369,26.3,4,5,4,0,0,3,0,0.15,0.19,0.34,0.15,0.34,Matches
John Kitolano\e9312847,no NOR,DF,Odd,21,1999,27,27,2321,25.8,0,1,0,0,0,6,0,0,0.04,0.04,0,0.04,Matches
Joshua Kitolano\5186dfbf,no NOR,MF,Odd,19,2001,28,28,2444,27.2,2,2,2,0,0,6,0,0.07,0.07,0.15,0.07,0.15,Matches
Kristoffer Klaesson\3f70db80,no NOR,GK,Vålerenga,20,2000,14,14,1260,14,0,1,0,0,0,1,0,0,0.07,0.07,0,0.07,Matches
Herman Kleppa\9c8946a8,no NOR,DFMF,Mjøndalen,24,1996,9,9,749,8.3,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Magnus Knudsen\a48fb0c7,no NOR,MFFW,Lillestrøm,19,2001,19,12,1012,11.2,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
Erling Knudtzon\123dd5e2,no NOR,DFMF,Molde,32,1988,25,15,1278,14.2,1,1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,Matches
Ibrahima Koné\04bb2b06,ml MLI,FW,Sarpsborg 08,21,1999,28,26,2168,24.1,11,3,10,1,1,5,1,0.46,0.12,0.58,0.42,0.54,Matches
Vegard Kongsro\59f87305,no NOR,DF,Bodø/Glimt,22,1998,2,0,51,0.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Anders Konradsen\60fd5334,no NOR,MF,Rosenborg,30,1990,16,8,792,8.8,2,0,2,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
Morten Konradsen\0f816ae5,no NOR,MFDF,Bodø/Glimt,24,1996,19,11,979,10.9,0,1,0,0,0,1,0,0,0.09,0.09,0,0.09,Matches
Gilbert Koomson\e033cfb6,gh GHA,FWMF,Bodø/Glimt,26,1994,6,0,65,0.7,1,0,1,0,0,0,0,1.38,0,1.38,1.38,1.38,Matches
Kaloyan Kostadinov\3b07f1ea,no NOR,MF,Stabæk,18,2002,19,9,939,10.4,0,1,0,0,0,1,0,0,0.1,0.1,0,0.1,Matches
Kreshnik Krasniqi\03d254a7,xk KVX,MF,Strømsgodset,20,2000,20,8,880,9.8,1,1,1,0,0,3,0,0.1,0.1,0.2,0.1,0.2,Matches
Martin Kreuzriegler\002ac0a2,at AUT,DF,Sandefjord,27,1994,27,26,2305,25.6,1,0,1,0,0,5,0,0.04,0,0.04,0.04,0.04,Matches
Ole Kristian Enersen\5c79edf4,no NOR,MF,Strømsgodset,18,2002,6,1,160,1.8,0,1,0,0,0,2,0,0,0.56,0.56,0,0.56,Matches
Anders Kristiansen\61dc42f4,no NOR,GK,Sarpsborg 08,30,1990,30,30,2689,29.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Ruben Kristiansen\4d6f8360,no NOR,DF,Brann,32,1988,26,26,2159,24,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,Matches
Lars Krogh Gerson\68eaf3e2,lu LUX,DF,Brann,30,1990,1,1,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Fredrik Krogstad\090ff4ec,no NOR,MFFW,Lillestrøm,25,1995,24,6,631,7,1,1,1,0,0,1,0,0.14,0.14,0.29,0.14,0.29,Matches
Kevin Krygård\7044bef8,no NOR,MF,Haugesund,20,2000,29,29,2510,27.9,1,2,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11,Matches
Lagos Kunga\5a770480,us USA,FWMF,Kristiansund,22,1998,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
William Kurtovic\a78115ac,se SWE,MF,Sandefjord,24,1996,24,21,1882,20.9,2,1,2,0,0,4,0,0.1,0.05,0.14,0.1,0.14,Matches
Simen Kvia-Egeskog\63826865,no NOR,FW,Viking,17,2003,12,1,188,2.1,0,1,0,0,0,0,0,0,0.48,0.48,0,0.48,Matches
Sigurd Kvile\569ce58e,no NOR,DF,Bodø/Glimt,20,2000,10,5,426,4.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Yann-Erik de Lanlay\42fe6b05,no NOR,FWMF,Viking,28,1992,20,10,989,11,1,1,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,Matches
Heine Larsen\56a699c9,no NOR,MF,Viking,18,2002,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kristoffer Larsen\55043155,no NOR,FW,Odd,29,1992,20,5,615,6.8,1,2,1,0,0,0,0,0.15,0.29,0.44,0.15,0.44,Matches
Tobias Lauritsen\d266f8c9,no NOR,FW,Odd,23,1997,29,17,1633,18.1,8,3,8,0,0,1,0,0.44,0.17,0.61,0.44,0.61,Matches
Amor Layouni\e9e41fd0,tn TUN,FW,Vålerenga,28,1992,28,27,2132,23.7,3,6,3,0,0,4,0,0.13,0.25,0.38,0.13,0.38,Matches
Thomas Lehne Olsen\9dc3585e,no NOR,FW,Lillestrøm,29,1991,29,29,2528,28.1,26,2,23,3,3,3,0,0.93,0.07,1,0.82,0.89,Matches
Ari Leifsson\c3e92b99,is ISL,DF,Strømsgodset,22,1998,18,16,1438,16,1,0,1,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
Bruno Leite\571f8b30,cv CPV,MF,Haugesund,25,1995,10,4,414,4.6,0,2,0,0,0,1,0,0,0.43,0.43,0,0.43,Matches
Magnus Lekven\b32bc8b3,no NOR,DFMF,Odd,33,1988,25,25,2096,23.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Steffen Lie Skålevik\3f1bfab6,no NOR,FW,Sarpsborg 08,28,1993,8,2,259,2.9,1,0,1,0,0,0,0,0.35,0,0.35,0.35,0.35,Matches
Olav Lilleoren Veum\92327747,no NOR,DF,Stabæk,16,2004,2,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Axel Lindahl\eee8bff2,se SWE,MF,Bodø/Glimt,25,1995,10,0,156,1.7,1,0,1,0,0,2,0,0.58,0,0.58,0.58,0.58,Matches
Andreas Linde\4d6a842d,se SWE,GK,Molde,27,1993,25,25,2250,25,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Jonathan Lindseth\ca3a24de,no NOR,FWMF,Sarpsborg 08,24,1996,25,21,1838,20.4,10,3,10,0,0,3,0,0.49,0.15,0.64,0.49,0.64,Matches
Martin Linnes\0e100630,no NOR,DF,Molde,29,1991,11,9,815,9.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Sondre Liseth\8fef04c9,no NOR,MFFW,Haugesund,23,1997,28,27,2294,25.5,5,4,5,0,0,5,0,0.2,0.16,0.35,0.2,0.35,Matches
Marius Lode\37f341f0,no NOR,DF,Bodø/Glimt,27,1993,21,20,1654,18.4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Filip Loftesnes-Bjune\ea8507d2,no NOR,MF,Sandefjord,15,2005,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tortol Lumanza\925046bd,be BEL,MF,Stabæk,26,1994,6,1,225,2.5,0,1,0,0,0,0,0,0,0.4,0.4,0,0.4,Matches
Odin Lurås Bjørtuft\49399401,no NOR,DF,Odd,22,1998,28,27,2441,27.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Idar Lysgård\9d40133e,no NOR,GK,Mjøndalen,26,1994,8,8,720,8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kristoffer Løkberg\4e6fb569,no NOR,MF,Viking,29,1992,21,19,1295,14.4,3,0,3,0,0,4,0,0.21,0,0.21,0.21,0.21,Matches
Mikkel Maigaard\b123f11d,dk DEN,MF,Sarpsborg 08,25,1995,13,12,1002,11.1,0,4,0,0,0,1,0,0,0.36,0.36,0,0.36,Matches
Mikkel Maigaard\b123f11d,dk DEN,MF,Strømsgodset,25,1995,14,7,688,7.6,1,0,1,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
Sosha Makani\1bd90d9f,ir IRN,GK,Mjøndalen,34,1986,22,22,1980,22,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sivert Mannsverk\773e16b9,no NOR,MF,Molde,18,2002,14,11,1049,11.7,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
Lars Markmanrud\abb9e02a,no NOR,DF,Sandefjord,19,2001,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ole Martin Kolskogen\7c289e31,no NOR,DF,Brann,20,2001,24,19,1769,19.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Ifeanyi Mathew\93ff27ca,ng NGA,MF,Lillestrøm,24,1997,30,30,2639,29.3,2,4,2,0,0,3,0,0.07,0.14,0.2,0.07,0.2,Matches
Ulrik Mathisen\4e32cf6d,no NOR,FWMF,Lillestrøm,22,1999,21,6,674,7.5,1,0,1,0,0,0,0,0.13,0,0.13,0.13,0.13,Matches
Moses Mawa\2dd3f285,no NOR,FWMF,Strømsgodset,24,1996,12,7,667,7.4,1,0,1,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
Moses Mawa\2dd3f285,no NOR,FW,Kristiansund,24,1996,15,14,1136,12.6,5,0,4,1,1,1,0,0.4,0,0.4,0.32,0.32,Matches
Sean McDermott\fc5c05cb,ie IRL,GK,Kristiansund,27,1993,30,30,2663,29.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Laurent Mendy\05f598e8,sn SEN,MF,Sarpsborg 08,19,2001,3,1,124,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Prosper Mendy\54fc4967,fr FRA,DF,Strømsgodset,24,1996,9,3,412,4.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Ivan Mesík\7e054ee8,sk SVK,DF,Stabæk,19,2001,12,11,1008,11.2,1,0,1,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
Felix Michel\1621858d,lb LIB,MF,Sarpsborg 08,26,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
August Mikkelsen\8f2fd783,no NOR,FW,Tromsø,20,2000,27,26,2275,25.3,8,2,8,0,0,2,0,0.32,0.08,0.4,0.32,0.4,Matches
Brede Moe\a55ba2f8,no NOR,DF,Bodø/Glimt,29,1991,24,23,1965,21.8,2,2,2,0,0,2,0,0.09,0.09,0.18,0.09,0.18,Matches
Jeppe Moe\4c70514e,no NOR,DFMF,Stabæk,25,1995,16,12,1006,11.2,1,1,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
Guillermo Molins\cda49f68,se SWE,FW,Sarpsborg 08,32,1988,4,2,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Guillermo Molins\cda49f68,se SWE,FW,Rosenborg,32,1988,10,5,424,4.7,2,2,2,0,0,1,0,0.42,0.42,0.85,0.42,0.85,Matches
Albin Mörfelt\885b817b,se SWE,FW,Vålerenga,21,2000,4,0,48,0.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Faris Moumbagna\58aae0a9,cm CMR,FW,Kristiansund,20,2000,11,6,526,5.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Agon Mucolli\865c3f09,dk DEN,FWMF,Kristiansund,22,1998,26,16,1396,15.5,4,5,4,0,0,3,0,0.26,0.32,0.58,0.26,0.58,Matches
Joel Mugisha\0959184b,no NOR,FW,Bodø/Glimt,18,2002,8,1,104,1.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Rashad Muhammed\29e33bf3,fr FRA,FW,Sarpsborg 08,27,1993,11,2,219,2.4,1,0,1,0,0,2,0,0.41,0,0.41,0.41,0.41,Matches
Viljar Myhra\7e83921b,no NOR,GK,Strømsgodset,24,1996,27,27,2368,26.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Felix Myhre\cf8469d2,no NOR,DF,Vålerenga,21,1999,6,2,275,3.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Felix Myhre\cf8469d2,no NOR,DF,Brann,21,1999,15,15,1350,15,0,0,0,0,0,1,0,0,0,0,0,0,Matches
David Møller Wolfe\9affc5f2,no NOR,DFMF,Brann,18,2002,20,5,801,8.9,1,1,1,0,0,0,0,0.11,0.11,0.22,0.11,0.22,Matches
Markus Nakkim\0e12671e,no NOR,DF,Mjøndalen,24,1996,29,29,2610,29,3,0,3,0,1,4,0,0.1,0,0.1,0.1,0.1,Matches
Ivan Näsberg\6e945f87,no NOR,DF,Vålerenga,24,1996,26,26,2187,24.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Torje Naustdal\4972a771,no NOR,MF,Haugesund,20,2000,15,3,331,3.7,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Alioune Ndour\6e3c43c9,sn SEN,FWMF,Haugesund,23,1997,26,10,1015,11.3,7,1,7,0,0,1,1,0.62,0.09,0.71,0.62,0.71,Matches
Lasse Nilsen\c58c2194,no NOR,MFDF,Tromsø,25,1995,17,14,1125,12.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Simen Nilsen\65ee03f3,no NOR,GK,Sarpsborg 08,20,2000,1,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Moussa Njie\b7520ab1,no NOR,FW,Sandefjord,25,1995,7,2,234,2.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lasse Nordås\71e1b938,no NOR,FW,Bodø/Glimt,18,2002,11,4,353,3.9,2,1,2,0,0,0,0,0.51,0.25,0.76,0.51,0.76,Matches
Runar Norheim\f20b5af8,no NOR,MF,Tromsø,15,2005,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kristoffer Normann Hansen\92a57cd6,no NOR,FW,Sandefjord,26,1994,26,23,2085,23.2,7,6,7,0,0,2,0,0.3,0.26,0.56,0.3,0.56,Matches
Antonio Nusa\4ab12002,no NOR,FW,Stabæk,15,2005,11,6,565,6.3,3,0,3,0,0,0,0,0.48,0,0.48,0.48,0.48,Matches
Franklin Nyenetue\bd8df7cf,no NOR,FW,Sandefjord,20,2000,23,7,696,7.7,0,1,0,0,0,0,0,0,0.13,0.13,0,0.13,Matches
Andreas Nyhagen\4c5d4052,no NOR,DF,Strømsgodset,22,1998,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Erik Næsbak Brenden\6c22a354,no NOR,MF,Sandefjord,27,1994,20,10,984,10.9,3,1,3,0,0,2,0,0.27,0.09,0.37,0.27,0.37,Matches
Nicolai Næss\54d629b3,no NOR,MFDF,Sarpsborg 08,28,1993,23,19,1767,19.6,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Mohamed Ofkir\070f654b,no NOR,FW,Sarpsborg 08,24,1996,7,3,299,3.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Lars Olden Larsen\9e4df3ba,no NOR,FWMF,Mjøndalen,22,1998,30,22,2066,23,8,2,8,0,0,2,0,0.35,0.09,0.44,0.35,0.44,Matches
Fredrik Oldrup Jensen\33521c27,no NOR,MF,Vålerenga,27,1993,30,30,2696,30,2,2,2,0,0,0,0,0.07,0.07,0.13,0.07,0.13,Matches
Joackim Olsen Solberg\a71b5e73,no NOR,DFMF,Mjøndalen,31,1989,27,12,1196,13.3,0,2,0,0,0,4,0,0,0.15,0.15,0,0.15,Matches
Ohi Omoijuanfo\9d115f7a,no NOR,FW,Molde,27,1994,29,28,2359,26.2,27,2,27,0,2,3,0,1.03,0.08,1.11,1.03,1.11,Matches
Zden?k Ondrášek\8d120526,cz CZE,FW,Tromsø,32,1988,11,3,431,4.8,1,1,1,0,0,0,0,0.21,0.21,0.42,0.21,0.42,Matches
Håkon Opdal\7ab0b730,no NOR,GK,Brann,38,1982,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sakarias Opsahl\414ffde8,no NOR,MF,Vålerenga,21,1999,2,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sakarias Opsahl\414ffde8,no NOR,MF,Tromsø,21,1999,19,14,1190,13.2,0,2,0,0,0,1,0,0,0.15,0.15,0,0.15,Matches
Amer Ordagi?\216696a4,ba BIH,MF,Sandefjord,27,1993,17,12,1084,12,0,2,0,0,0,0,0,0,0.17,0.17,0,0.17,Matches
Adam Örn Arnarson\f46c154c,is ISL,MF,Tromsø,25,1995,13,5,531,5.9,1,1,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,Matches
Hólmar Örn Eyjólfsson\6e754273,is ISL,DF,Rosenborg,30,1990,16,16,1440,16,2,1,2,0,0,4,0,0.12,0.06,0.19,0.12,0.19,Matches
Viðar Örn Kjartansson\348e0505,is ISL,FW,Vålerenga,30,1990,18,17,1305,14.5,5,0,5,0,0,0,0,0.34,0,0.34,0.34,0.34,Matches
Sturla Ottesen\6a036a64,no NOR,DFMF,Stabæk,19,2001,29,29,2609,29,1,3,1,0,0,5,0,0.03,0.1,0.14,0.03,0.14,Matches
Salomon Owusu\3dbb4356,gh GHA,DF,Odd,25,1995,18,9,904,10,1,0,1,0,0,1,0,0.1,0,0.1,0.1,0.1,Matches
Fredrik Pallesen Knudsen\3a4c9e5c,no NOR,DF,Brann,24,1996,11,11,894,9.9,1,1,1,0,0,7,1,0.1,0.1,0.2,0.1,0.2,Matches
Fredrik Pallesen Knudsen\3a4c9e5c,no NOR,DF,Haugesund,24,1996,7,5,396,4.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Emil Pálsson\3897de73,is ISL,MF,Sarpsborg 08,27,1993,12,7,583,6.5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Jonathan Parr\62110c96,no NOR,DF,Strømsgodset,32,1988,18,17,1210,13.4,0,4,0,0,0,1,0,0,0.3,0.3,0,0.3,Matches
Shayne Pattynama\a9acaa6b,nl NED,DFMF,Viking,22,1998,24,7,899,10,2,5,2,0,0,3,0,0.2,0.5,0.7,0.2,0.7,Matches
Kristoffer Paulsen\2971e75f,no NOR,DF,Viking,17,2004,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Kasper Pedersen\debeeea1,dk DEN,DF,Stabæk,28,1993,12,8,750,8.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Marcus Pedersen\596cc50e,no NOR,DF,Molde,20,2000,7,5,478,5.3,0,2,0,0,0,2,0,0,0.38,0.38,0,0.38,Matches
Thore Pedersen\c4941340,no NOR,DF,Haugesund,24,1996,26,26,2202,24.5,0,4,0,0,0,5,0,0,0.16,0.16,0,0.16,Matches
Amahl Pellegrino\9d9e69df,no NOR,FW,Bodø/Glimt,30,1990,15,14,1174,13,6,2,5,1,1,3,0,0.46,0.15,0.61,0.38,0.54,Matches
Adrian Pereira\1c62f712,no NOR,DF,Rosenborg,21,1999,2,1,57,0.6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Pernambucor\ec61b68f,br BRA,MF,Bodø/Glimt,22,1998,8,0,123,1.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Dan Peter Ulvestad\f118d91f,no NOR,DF,Kristiansund,31,1989,21,19,1687,18.7,1,0,1,0,0,3,0,0.05,0,0.05,0.05,0.05,Matches
Oliver Petersen\17c602ca,no NOR,GK,Molde,19,2001,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Tom Pettersson\c1268aa3,se SWE,DF,Lillestrøm,30,1990,17,17,1449,16.1,3,1,3,0,0,1,0,0.19,0.06,0.25,0.19,0.25,Matches
Nicolas Pignatel Jenssen\1512bdc2,no NOR,DF,Stabæk,19,2002,27,25,2092,23.2,0,0,0,0,0,2,0,0,0,0,0,0,Matches
Tomás Podstawski\991a28c4,pt POR,MF,Stabæk,26,1995,11,6,571,6.3,0,1,0,0,0,2,0,0,0.16,0.16,0,0.16,Matches
Christophe Psyché\282a91fb,fr FRA,DF,Tromsø,32,1988,16,13,1117,12.4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Lars Ranger\73ed5e65,no NOR,MFDF,Lillestrøm,21,1999,24,21,1866,20.7,2,1,2,0,0,8,0,0.1,0.05,0.14,0.1,0.14,Matches
Mathias Rasmussen\99549c4b,no NOR,MF,Brann,23,1997,27,21,1940,21.6,2,5,2,0,0,3,0,0.09,0.23,0.32,0.09,0.32,Matches
Magnus Riisnæs\f5f2a449,no NOR,MF,Vålerenga,16,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Birk Risa\c70b221c,no NOR,DF,Molde,22,1998,17,13,1067,11.9,2,1,2,0,0,5,1,0.17,0.08,0.25,0.17,0.25,Matches
Sander Risan Mørk\768cfef9,no NOR,MF,Sandefjord,20,2000,22,14,1090,12.1,2,2,2,0,0,0,0,0.17,0.17,0.33,0.17,0.33,Matches
Jesper Robertsen\4e8a0f26,no NOR,MF,Tromsø,16,2004,3,0,25,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Stian Rode Gregersen\5f011e05,no NOR,DF,Molde,25,1995,14,11,986,11,1,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,Matches
Gilli Rólantsson\865306d1,fo FRO,DFFW,Odd,28,1992,20,19,1662,18.5,1,3,1,0,0,3,0,0.05,0.16,0.22,0.05,0.22,Matches
Sondre Rossbach\a32554bc,no NOR,GK,Odd,24,1996,17,17,1530,17,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Joachim Rothmann\61f0d968,dk DEN,FW,Tromsø,20,2000,7,0,105,1.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Alexander Ruud Tveter\2eb7eb41,no NOR,FW,Sandefjord,29,1991,30,28,2390,26.6,6,3,6,0,0,0,0,0.23,0.11,0.34,0.23,0.34,Matches
Espen Ruud\ca1efb13,no NOR,DF,Odd,36,1984,21,18,1726,19.2,2,3,2,0,0,1,0,0.1,0.16,0.26,0.1,0.26,Matches
Martin Rønning Ovenstad\52dea9c3,no NOR,FW,Mjøndalen,26,1994,29,24,1980,22,3,5,3,0,0,3,0,0.14,0.23,0.36,0.14,0.36,Matches
Look Saa Mickelson\d5088b9a,th THA,DF,Strømsgodset,21,1999,4,0,68,0.8,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Uche Sabastine\28c596a3,ng NGA,FW,Stabæk,20,2000,5,0,50,0.6,0,1,0,0,0,1,0,0,1.8,1.8,0,1.8,Matches
Osame Sahraoui\6f9fa232,no NOR,MFFW,Vålerenga,19,2001,27,24,2187,24.3,2,6,2,0,0,2,0,0.08,0.25,0.33,0.08,0.33,Matches
Vajebah Sakor\14813a41,no NOR,MF,Brann,24,1996,3,1,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Anton Salétros\3da8c3f9,se SWE,MFFW,Sarpsborg 08,24,1996,26,26,2230,24.8,3,7,3,0,0,5,1,0.12,0.28,0.4,0.12,0.4,Matches
Ulrik Saltnes\f6af14b0,no NOR,MF,Bodø/Glimt,28,1992,23,22,1980,22,8,3,8,0,0,2,0,0.36,0.14,0.5,0.36,0.5,Matches
Alfons Sampsted\5d873dfb,is ISL,DF,Bodø/Glimt,22,1998,29,28,2544,28.3,0,3,0,0,0,1,0,0,0.11,0.11,0,0.11,Matches
Martin Samuelsen\746df5d3,no NOR,FWMF,Haugesund,23,1997,16,8,697,7.7,2,1,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches
Marcus Sandberg\308d850e,se SWE,GK,Stabæk,30,1990,29,29,2568,28.5,0,0,0,0,0,2,1,0,0,0,0,0,Matches
Niklas Sandberg\62a90cfb,no NOR,MFFW,Haugesund,25,1995,28,27,2200,24.4,3,6,2,1,1,1,0,0.12,0.25,0.37,0.08,0.33,Matches
Mads Sande\d3c59d4e,no NOR,MF,Haugesund,22,1998,24,1,388,4.3,1,0,1,0,0,1,0,0.23,0,0.23,0.23,0.23,Matches
Edvard Sandvik Tagseth\215918bf,no NOR,MF,Rosenborg,20,2001,21,14,1225,13.6,1,1,1,0,0,3,0,0.07,0.07,0.15,0.07,0.15,Matches
Vieux Sané\b77ca4a0,sn SEN,DF,Brann,31,1989,4,2,146,1.6,0,0,0,0,0,1,0,0,0,0,0,0,Matches
Alfred Scriven\e1c77b42,no NOR,FW,Mjøndalen,23,1998,5,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Sebastian Sebulonsen\d62063b7,no NOR,DF,Viking,21,2000,24,21,1791,19.9,3,0,3,0,0,2,0,0.15,0,0.15,0.15,0.15,Matches
Sebastian Sebulonsen\d62063b7,no NOR,DF,Mjøndalen,21,2000,4,3,254,2.8,0,1,0,0,0,0,0,0,0.35,0.35,0,0.35,Matches
William Sell\c9499170,no NOR,DF,Mjøndalen,22,1998,10,7,618,6.9,0,0,0,0,0,3,0,0,0,0,0,0,Matches
Egil Selvik\05d89c1c,no NOR,GK,Haugesund,23,1997,29,29,2610,29,0,0,0,0,0,0,0,0,0,0,0,0,Matches
