Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
Ole Kristian Enersen\5c79edf4,no NOR,MF,Strømsgodset,18,2002,1.8,2,0,0,3,2,0,2,1,1,,,0,Matches
Anders Kristiansen\61dc42f4,no NOR,GK,Sarpsborg 08,30,1990,29.9,3,0,0,0,3,0,0,1,0,,,0,Matches
Ruben Kristiansen\4d6f8360,no NOR,DF,Brann,32,1988,24,2,0,0,9,23,2,52,28,34,,,0,Matches
Lars Krogh Gerson\68eaf3e2,lu LUX,DF,Brann,30,1990,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Fredrik Krogstad\090ff4ec,no NOR,MFFW,Lillestrøm,25,1995,7,1,0,0,18,10,0,30,9,12,,,0,Matches
Kevin Krygård\7044bef8,no NOR,MF,Haugesund,20,2000,27.9,5,0,0,28,25,0,9,55,54,,,0,Matches
Lagos Kunga\5a770480,us USA,FWMF,Kristiansund,22,1998,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
William Kurtovic\a78115ac,se SWE,MF,Sandefjord,24,1996,20.9,4,0,0,31,30,2,77,31,27,,,0,Matches
Simen Kvia-Egeskog\63826865,no NOR,FW,Viking,17,2003,2.1,0,0,0,3,5,0,5,1,2,,,0,Matches
Sigurd Kvile\569ce58e,no NOR,DF,Bodø/Glimt,20,2000,4.7,0,0,0,3,4,0,0,2,1,,,0,Matches
Yann-Erik de Lanlay\42fe6b05,no NOR,FWMF,Viking,28,1992,11,0,0,0,8,9,3,35,6,16,,,0,Matches
Heine Larsen\56a699c9,no NOR,MF,Viking,18,2002,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
Kristoffer Larsen\55043155,no NOR,FW,Odd,29,1992,6.8,0,0,0,2,5,1,44,10,9,,,0,Matches
Tobias Lauritsen\d266f8c9,no NOR,FW,Odd,23,1997,18.1,1,0,0,12,14,10,5,1,5,,,0,Matches
Amor Layouni\e9e41fd0,tn TUN,FW,Vålerenga,28,1992,23.7,4,0,0,31,10,7,93,2,17,,,0,Matches
Thomas Lehne Olsen\9dc3585e,no NOR,FW,Lillestrøm,29,1991,28.1,3,0,0,33,31,24,9,6,5,,,0,Matches
Ari Leifsson\c3e92b99,is ISL,DF,Strømsgodset,22,1998,16,6,0,0,18,4,1,0,30,28,,,0,Matches
Bruno Leite\571f8b30,cv CPV,MF,Haugesund,25,1995,4.6,1,0,0,9,5,1,4,5,10,,,0,Matches
Magnus Lekven\b32bc8b3,no NOR,DFMF,Odd,33,1988,23.3,0,0,0,12,6,0,3,22,15,,,0,Matches
Steffen Lie Skålevik\3f1bfab6,no NOR,FW,Sarpsborg 08,28,1993,2.9,0,0,0,2,10,2,0,0,2,,,0,Matches
Olav Lilleoren Veum\92327747,no NOR,DF,Stabæk,16,2004,0.4,0,0,0,0,0,0,0,1,0,,,0,Matches
Axel Lindahl\eee8bff2,se SWE,MF,Bodø/Glimt,25,1995,1.7,2,0,0,4,3,0,9,1,4,,,0,Matches
Andreas Linde\4d6a842d,se SWE,GK,Molde,27,1993,25,2,0,0,0,4,0,0,0,0,,,0,Matches
Jonathan Lindseth\ca3a24de,no NOR,FWMF,Sarpsborg 08,24,1996,20.4,3,0,0,30,10,5,25,12,19,,,0,Matches
Martin Linnes\0e100630,no NOR,DF,Molde,29,1991,9.1,2,0,0,7,6,0,23,21,10,,,0,Matches
Sondre Liseth\8fef04c9,no NOR,MFFW,Haugesund,23,1997,25.5,5,0,0,23,79,4,12,15,20,,,0,Matches
Marius Lode\37f341f0,no NOR,DF,Bodø/Glimt,27,1993,18.4,3,0,0,14,11,0,1,15,9,,,0,Matches
Filip Loftesnes-Bjune\ea8507d2,no NOR,MF,Sandefjord,15,2005,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Tortol Lumanza\925046bd,be BEL,MF,Stabæk,26,1994,2.5,0,0,0,2,1,0,1,3,6,,,0,Matches
Odin Lurås Bjørtuft\49399401,no NOR,DF,Odd,22,1998,27.1,2,0,0,11,8,0,3,47,24,,,0,Matches
Idar Lysgård\9d40133e,no NOR,GK,Mjøndalen,26,1994,8,0,0,0,0,3,0,0,1,0,,,0,Matches
Kristoffer Løkberg\4e6fb569,no NOR,MF,Viking,29,1992,14.4,4,0,0,20,29,0,7,8,19,,,0,Matches
Mikkel Maigaard\b123f11d,dk DEN,MF,Strømsgodset,25,1995,7.6,1,0,0,5,8,1,10,4,2,,,0,Matches
Mikkel Maigaard\b123f11d,dk DEN,MF,Sarpsborg 08,25,1995,11.1,1,0,0,10,19,1,35,10,7,,,0,Matches
Sosha Makani\1bd90d9f,ir IRN,GK,Mjøndalen,34,1986,22,0,0,0,1,8,0,0,0,0,,,0,Matches
Sivert Mannsverk\773e16b9,no NOR,MF,Molde,18,2002,11.7,2,0,0,12,9,0,4,11,14,,,0,Matches
Lars Markmanrud\abb9e02a,no NOR,DF,Sandefjord,19,2001,0.9,0,0,0,0,0,0,0,5,2,,,0,Matches
Ole Martin Kolskogen\7c289e31,no NOR,DF,Brann,20,2001,19.7,1,0,0,8,8,0,2,13,8,,,0,Matches
Ifeanyi Mathew\93ff27ca,ng NGA,MF,Lillestrøm,24,1997,29.3,3,0,0,32,22,0,12,47,50,,,0,Matches
Ulrik Mathisen\4e32cf6d,no NOR,FWMF,Lillestrøm,22,1999,7.5,0,0,0,11,27,1,16,10,10,,,0,Matches
Moses Mawa\2dd3f285,no NOR,FW,Kristiansund,24,1996,12.6,1,0,0,18,15,17,0,1,3,,,0,Matches
Moses Mawa\2dd3f285,no NOR,FWMF,Strømsgodset,24,1996,7.4,2,0,0,15,5,5,4,5,8,,,0,Matches
Sean McDermott\fc5c05cb,ie IRL,GK,Kristiansund,27,1993,29.6,1,0,0,0,2,0,0,0,1,,,0,Matches
Laurent Mendy\05f598e8,sn SEN,MF,Sarpsborg 08,19,2001,1.4,0,0,0,3,3,0,1,3,3,,,0,Matches
Prosper Mendy\54fc4967,fr FRA,DF,Strømsgodset,24,1996,4.6,0,0,0,9,5,1,15,4,9,,,0,Matches
Ivan Mesík\7e054ee8,sk SVK,DF,Stabæk,19,2001,11.2,4,0,0,12,6,0,10,8,11,,,1,Matches
Felix Michel\1621858d,lb LIB,MF,Sarpsborg 08,26,1994,0.4,0,0,0,1,0,0,0,0,0,,,0,Matches
August Mikkelsen\8f2fd783,no NOR,FW,Tromsø,20,2000,25.3,2,0,0,25,77,2,38,7,18,,,0,Matches
Brede Moe\a55ba2f8,no NOR,DF,Bodø/Glimt,29,1991,21.8,2,0,0,14,7,0,0,23,7,,,0,Matches
Jeppe Moe\4c70514e,no NOR,DFMF,Stabæk,25,1995,11.2,3,0,0,8,5,0,46,13,14,,,0,Matches
Guillermo Molins\cda49f68,se SWE,FW,Sarpsborg 08,32,1988,1.4,0,0,0,1,1,0,1,0,0,,,0,Matches
Guillermo Molins\cda49f68,se SWE,FW,Rosenborg,32,1988,4.7,1,0,0,7,5,4,4,0,0,,,0,Matches
Albin Mörfelt\885b817b,se SWE,FW,Vålerenga,21,2000,0.5,1,0,0,2,1,0,4,1,4,,,0,Matches
Faris Moumbagna\58aae0a9,cm CMR,FW,Kristiansund,20,2000,5.8,2,0,0,28,15,6,1,1,5,,,0,Matches
Agon Mucolli\865c3f09,dk DEN,FWMF,Kristiansund,22,1998,15.5,3,0,0,17,10,5,43,7,13,,,0,Matches
Joel Mugisha\0959184b,no NOR,FW,Bodø/Glimt,18,2002,1.2,1,0,0,3,0,3,1,0,3,,,0,Matches
Rashad Muhammed\29e33bf3,fr FRA,FW,Sarpsborg 08,27,1993,2.4,2,0,0,6,3,4,8,1,2,,,0,Matches
Viljar Myhra\7e83921b,no NOR,GK,Strømsgodset,24,1996,26.3,2,0,0,0,3,0,0,0,1,,,0,Matches
Felix Myhre\cf8469d2,no NOR,DF,Vålerenga,21,1999,3.1,0,0,0,4,2,0,1,4,4,,,0,Matches
Felix Myhre\cf8469d2,no NOR,DF,Brann,21,1999,15,1,0,0,9,20,0,21,19,26,,,0,Matches
David Møller Wolfe\9affc5f2,no NOR,DFMF,Brann,18,2002,8.9,0,0,0,10,6,1,38,4,18,,,0,Matches
Markus Nakkim\0e12671e,no NOR,DF,Mjøndalen,24,1996,29,4,0,0,25,13,1,0,44,18,,,0,Matches
Ivan Näsberg\6e945f87,no NOR,DF,Vålerenga,24,1996,24.3,2,0,0,19,14,0,3,34,9,,,1,Matches
Torje Naustdal\4972a771,no NOR,MF,Haugesund,20,2000,3.7,1,0,0,6,1,0,1,4,6,,,0,Matches
Alioune Ndour\6e3c43c9,sn SEN,FWMF,Haugesund,23,1997,11.3,1,1,0,24,13,6,16,4,26,,,0,Matches
Lasse Nilsen\c58c2194,no NOR,MFDF,Tromsø,25,1995,12.5,2,0,0,15,25,2,30,10,10,,,1,Matches
Simen Nilsen\65ee03f3,no NOR,GK,Sarpsborg 08,20,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
Moussa Njie\b7520ab1,no NOR,FW,Sandefjord,25,1995,2.6,0,0,0,1,3,1,7,0,2,,,0,Matches
Lasse Nordås\71e1b938,no NOR,FW,Bodø/Glimt,18,2002,3.9,0,0,0,7,2,2,9,0,7,,,0,Matches
Runar Norheim\f20b5af8,no NOR,MF,Tromsø,15,2005,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
Kristoffer Normann Hansen\92a57cd6,no NOR,FW,Sandefjord,26,1994,23.2,2,0,0,22,29,6,71,25,27,,,0,Matches
Antonio Nusa\4ab12002,no NOR,FW,Stabæk,15,2005,6.3,0,0,0,4,15,0,2,4,6,,,0,Matches
Franklin Nyenetue\bd8df7cf,no NOR,FW,Sandefjord,20,2000,7.7,0,0,0,15,15,0,18,4,8,,,0,Matches
Andreas Nyhagen\4c5d4052,no NOR,DF,Strømsgodset,22,1998,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
Erik Næsbak Brenden\6c22a354,no NOR,MF,Sandefjord,27,1994,10.9,2,0,0,16,36,2,21,15,9,,,0,Matches
Nicolai Næss\54d629b3,no NOR,MFDF,Sarpsborg 08,28,1993,19.6,3,0,0,32,7,1,38,31,29,,,0,Matches
Mohamed Ofkir\070f654b,no NOR,FW,Sarpsborg 08,24,1996,3.3,0,0,0,7,3,1,6,4,3,,,0,Matches
Lars Olden Larsen\9e4df3ba,no NOR,FWMF,Mjøndalen,22,1998,23,2,0,0,37,36,2,46,14,36,,,0,Matches
Fredrik Oldrup Jensen\33521c27,no NOR,MF,Vålerenga,27,1993,30,0,0,0,23,39,1,5,26,30,,,1,Matches
Joackim Olsen Solberg\a71b5e73,no NOR,DFMF,Mjøndalen,31,1989,13.3,4,0,0,10,16,1,77,17,13,,,0,Matches
Ohi Omoijuanfo\9d115f7a,no NOR,FW,Molde,27,1994,26.2,3,0,0,20,22,15,2,5,7,,,0,Matches
Zden?k Ondrášek\8d120526,cz CZE,FW,Tromsø,32,1988,4.8,0,0,0,3,4,1,0,6,4,,,0,Matches
Håkon Opdal\7ab0b730,no NOR,GK,Brann,38,1982,12,0,0,0,0,1,0,1,1,0,,,0,Matches
Sakarias Opsahl\414ffde8,no NOR,MF,Vålerenga,21,1999,0.2,0,0,0,1,0,0,1,0,0,,,0,Matches
Sakarias Opsahl\414ffde8,no NOR,MF,Tromsø,21,1999,13.2,1,0,0,6,28,0,59,11,11,,,0,Matches
Amer Ordagi?\216696a4,ba BIH,MF,Sandefjord,27,1993,12,0,0,0,9,14,0,5,14,19,,,0,Matches
Adam Örn Arnarson\f46c154c,is ISL,MF,Tromsø,25,1995,5.9,1,0,0,6,2,0,14,8,5,,,0,Matches
Hólmar Örn Eyjólfsson\6e754273,is ISL,DF,Rosenborg,30,1990,16,4,0,0,11,12,0,0,18,6,,,0,Matches
Viðar Örn Kjartansson\348e0505,is ISL,FW,Vålerenga,30,1990,14.5,0,0,0,17,15,5,3,0,2,,,0,Matches
Sturla Ottesen\6a036a64,no NOR,DFMF,Stabæk,19,2001,29,5,0,0,28,21,0,122,19,47,,,0,Matches
Salomon Owusu\3dbb4356,gh GHA,DF,Odd,25,1995,10,1,0,0,7,10,0,9,16,10,,,0,Matches
Fredrik Pallesen Knudsen\3a4c9e5c,no NOR,DF,Brann,24,1996,9.9,7,1,1,12,5,0,0,8,15,,,0,Matches
Fredrik Pallesen Knudsen\3a4c9e5c,no NOR,DF,Haugesund,24,1996,4.4,0,0,0,3,2,0,0,6,2,,,0,Matches
Emil Pálsson\3897de73,is ISL,MF,Sarpsborg 08,27,1993,6.5,1,0,0,15,2,0,0,10,3,,,0,Matches
Jonathan Parr\62110c96,no NOR,DF,Strømsgodset,32,1988,13.4,1,0,0,11,12,0,54,21,16,,,0,Matches
Shayne Pattynama\a9acaa6b,nl NED,DFMF,Viking,22,1998,10,3,0,0,10,5,1,32,11,13,,,0,Matches
Kristoffer Paulsen\2971e75f,no NOR,DF,Viking,17,2004,0,0,0,0,0,0,0,0,1,0,,,0,Matches
Kasper Pedersen\debeeea1,dk DEN,DF,Stabæk,28,1993,8.3,0,0,0,3,7,0,0,8,10,,,0,Matches
Marcus Pedersen\596cc50e,no NOR,DF,Molde,20,2000,5.3,2,0,0,5,4,1,16,0,2,,,0,Matches
Thore Pedersen\c4941340,no NOR,DF,Haugesund,24,1996,24.5,5,0,0,27,14,1,45,35,34,,,0,Matches
Amahl Pellegrino\9d9e69df,no NOR,FW,Bodø/Glimt,30,1990,13,3,0,0,8,8,3,62,3,8,,,0,Matches
Adrian Pereira\1c62f712,no NOR,DF,Rosenborg,21,1999,0.6,0,0,0,1,0,0,5,0,0,,,0,Matches
Pernambucor\ec61b68f,br BRA,MF,Bodø/Glimt,22,1998,1.4,0,0,0,0,4,1,7,1,1,,,0,Matches
Dan Peter Ulvestad\f118d91f,no NOR,DF,Kristiansund,31,1989,18.7,3,0,0,17,7,0,0,39,14,,,1,Matches
Oliver Petersen\17c602ca,no NOR,GK,Molde,19,2001,5,0,0,0,0,1,0,0,0,0,,,0,Matches
Tom Pettersson\c1268aa3,se SWE,DF,Lillestrøm,30,1990,16.1,1,0,0,19,11,2,15,26,11,,,0,Matches
Nicolas Pignatel Jenssen\1512bdc2,no NOR,DF,Stabæk,19,2002,23.2,2,0,0,21,12,0,2,21,21,,,0,Matches
Tomás Podstawski\991a28c4,pt POR,MF,Stabæk,26,1995,6.3,2,0,0,11,7,0,1,15,13,,,0,Matches
Christophe Psyché\282a91fb,fr FRA,DF,Tromsø,32,1988,12.4,3,0,0,12,5,0,0,30,9,,,0,Matches
Lars Ranger\73ed5e65,no NOR,MFDF,Lillestrøm,21,1999,20.7,8,0,0,32,48,1,62,25,21,,,0,Matches
Mathias Rasmussen\99549c4b,no NOR,MF,Brann,23,1997,21.6,3,0,0,8,33,0,39,35,26,,,0,Matches
Magnus Riisnæs\f5f2a449,no NOR,MF,Vålerenga,16,2004,0,0,0,0,1,0,0,0,0,0,,,0,Matches
Birk Risa\c70b221c,no NOR,DF,Molde,22,1998,11.9,5,1,1,15,14,4,31,10,11,,,0,Matches
Sander Risan Mørk\768cfef9,no NOR,MF,Sandefjord,20,2000,12.1,0,0,0,7,6,0,29,10,20,,,0,Matches
Jesper Robertsen\4e8a0f26,no NOR,MF,Tromsø,16,2004,0.3,0,0,0,1,0,0,1,2,0,,,0,Matches
Stian Rode Gregersen\5f011e05,no NOR,DF,Molde,25,1995,11,1,0,0,14,18,2,2,9,14,,,0,Matches
Gilli Rólantsson\865306d1,fo FRO,DFFW,Odd,28,1992,18.5,3,0,0,7,8,3,41,10,11,,,0,Matches
Sondre Rossbach\a32554bc,no NOR,GK,Odd,24,1996,17,1,0,0,0,3,0,0,0,0,,,0,Matches
Joachim Rothmann\61f0d968,dk DEN,FW,Tromsø,20,2000,1.2,0,0,0,4,0,0,1,0,3,,,0,Matches
Alexander Ruud Tveter\2eb7eb41,no NOR,FW,Sandefjord,29,1991,26.6,0,0,0,15,17,12,7,9,10,,,0,Matches
Espen Ruud\ca1efb13,no NOR,DF,Odd,36,1984,19.2,1,0,0,17,21,1,111,27,17,,,0,Matches
Martin Rønning Ovenstad\52dea9c3,no NOR,FW,Mjøndalen,26,1994,22,3,0,0,20,22,11,75,18,22,,,0,Matches
Look Saa Mickelson\d5088b9a,no NOR,DF,Strømsgodset,21,1999,0.8,0,0,0,0,3,0,1,3,0,,,0,Matches
Uche Sabastine\28c596a3,ng NGA,FW,Stabæk,20,2000,0.6,1,0,0,5,0,2,0,0,1,,,0,Matches
Osame Sahraoui\6f9fa232,no NOR,MFFW,Vålerenga,19,2001,24.3,2,0,0,12,43,1,43,7,22,,,0,Matches
Vajebah Sakor\14813a41,no NOR,MF,Brann,24,1996,1.1,0,0,0,2,2,0,0,1,5,,,0,Matches
Anton Salétros\3da8c3f9,se SWE,MFFW,Sarpsborg 08,24,1996,24.8,5,1,1,33,15,2,86,26,33,,,0,Matches
Ulrik Saltnes\f6af14b0,no NOR,MF,Bodø/Glimt,28,1992,22,2,0,0,19,31,3,12,17,22,,,0,Matches
Alfons Sampsted\5d873dfb,is ISL,DF,Bodø/Glimt,22,1998,28.3,1,0,0,20,35,1,77,35,54,,,0,Matches
Martin Samuelsen\746df5d3,no NOR,FWMF,Haugesund,23,1997,7.7,1,0,0,15,12,1,4,1,9,,,0,Matches
Marcus Sandberg\308d850e,se SWE,GK,Stabæk,30,1990,28.5,2,1,0,2,4,0,0,1,1,,,0,Matches
Niklas Sandberg\62a90cfb,no NOR,MFFW,Haugesund,25,1995,24.4,1,0,0,25,43,1,121,13,33,,,0,Matches
Mads Sande\d3c59d4e,no NOR,MF,Haugesund,22,1998,4.3,1,0,0,8,3,1,8,3,9,,,0,Matches
Edvard Sandvik Tagseth\215918bf,no NOR,MF,Rosenborg,20,2001,13.6,3,0,0,23,12,0,31,19,24,,,0,Matches
Vieux Sané\b77ca4a0,sn SEN,DF,Brann,31,1989,1.6,1,0,0,2,4,0,0,0,0,,,0,Matches
Alfred Scriven\e1c77b42,no NOR,FW,Mjøndalen,23,1998,0.3,0,0,0,0,2,0,0,0,0,,,0,Matches
Sebastian Sebulonsen\d62063b7,no NOR,DF,Mjøndalen,21,2000,2.8,0,0,0,2,3,0,3,3,5,,,0,Matches
Sebastian Sebulonsen\d62063b7,no NOR,DF,Viking,21,2000,19.9,2,0,0,16,18,1,42,25,22,,,0,Matches
William Sell\c9499170,no NOR,DF,Mjøndalen,22,1998,6.9,3,0,0,8,4,0,5,10,10,,,0,Matches
Egil Selvik\05d89c1c,no NOR,GK,Haugesund,23,1997,29,0,0,0,0,9,0,0,0,2,,,0,Matches
Besim Šerbe?i?\5384e3bf,ba BIH,DF,Rosenborg,22,1998,7,1,0,0,7,3,1,3,13,9,,,0,Matches
Japhet Sery\03e7a498,dk DEN,DF,Brann,20,2000,6.7,0,0,0,7,6,0,0,13,5,,,0,Matches
Herolind Shala\efe260a3,xk KVX,MF,Stabæk,28,1992,7.4,2,0,0,15,9,0,30,0,7,,,0,Matches
Björn Sigurðarson\bb79b58f,is ISL,FW,Molde,29,1991,0.2,0,0,0,0,0,0,0,0,1,,,0,Matches
Oskar Siira Sivertsen\d50829e9,no NOR,FW,Kristiansund,16,2004,0.6,1,0,0,2,0,1,4,1,0,,,0,Matches
Moonga Simba\651ebf75,se SWE,FW,Brann,20,2000,9.2,1,0,0,6,6,1,18,7,12,,,0,Matches
Brinder Singh\fef999e9,no NOR,FW,Mjøndalen,18,2002,0.2,0,0,0,0,0,0,0,1,1,,,0,Matches
Harmeet Singh\aae023c4,no NOR,MF,Sandefjord,30,1990,19.1,2,0,0,17,12,0,5,10,21,,,0,Matches
Sheriff Sinyan\47c1458c,gm GAM,DF,Molde,24,1996,22.3,1,0,0,21,20,0,0,29,26,,,0,Matches
Erlend Sivertsen\4de8f23f,no NOR,DF,Kristiansund,30,1991,6.4,2,0,0,5,5,0,14,11,5,,,0,Matches
Fredrik Sjølstad\ce22ca27,no NOR,MF,Molde,26,1994,1.4,0,0,0,1,0,0,3,8,1,,,0,Matches
Kasper Skaanes\b40f8e4a,no NOR,MFFW,Brann,25,1995,13.7,2,0,0,17,9,3,36,8,14,,,0,Matches
Syver Skaar Eriksen\8ddfcf44,no NOR,DF,Mjøndalen,19,2001,11.3,3,0,0,10,10,0,12,23,30,,,0,Matches
Brage Skaret\5a349949,no NOR,DF,Vålerenga,18,2002,5.6,1,0,0,2,2,0,0,5,1,,,0,Matches
Olaus Skarsem\2c8c6968,no NOR,MFFW,Rosenborg,22,1998,7.7,1,0,0,6,11,3,17,4,23,,,0,Matches
Olaus Skarsem\2c8c6968,no NOR,MF,Kristiansund,22,1998,8.9,2,0,0,12,10,3,15,6,13,,,0,Matches
Knut-André Skjærstein\4b06552b,no NOR,GK,Lillestrøm,25,1995,4,0,0,0,0,0,0,0,0,0,,,0,Matches
Henrik Skogvold\8353e96a,no NOR,MF,Lillestrøm,16,2004,0.2,0,0,0,1,0,0,1,1,1,,,0,Matches
Sammy Skytte\e37b182d,dk DEN,MF,Stabæk,23,1997,12.1,4,0,0,27,13,0,5,11,15,,,0,Matches
Ian Smeulers\732e0da3,nl NED,DF,Sandefjord,21,2000,10.8,2,1,0,12,7,0,29,30,22,,,0,Matches
Eskil Smidesang Edh\e3372668,no NOR,MF,Lillestrøm,18,2002,14.9,4,0,0,15,16,3,28,18,21,,,0,Matches
Joshua Smits\c91698ae,nl NED,GK,Bodø/Glimt,28,1992,1,0,0,0,0,0,0,0,0,0,,,0,Matches
Markus Solbakken\fe0f9f6a,no NOR,MF,Stabæk,20,2000,19.5,1,0,0,21,39,0,4,31,21,,,0,Matches
Ola Solbakken\78f13530,no NOR,FW,Bodø/Glimt,22,1998,24.7,2,0,0,19,24,5,115,11,12,,,0,Matches
Mats Solheim\6fcefbad,no NOR,DF,Stabæk,33,1987,7.5,2,0,0,8,2,1,16,12,8,,,0,Matches
Joachim Soltvedt\e1453b38,no NOR,MFFW,Sarpsborg 08,25,1995,6.8,2,0,0,12,6,0,26,1,7,,,0,Matches
Albin Sporrong\eac3ef06,se SWE,MF,Mjøndalen,21,1999,6.8,5,1,1,15,4,0,4,15,9,,,0,Matches
Erik Stavas Skistad\cb538f64,no NOR,MF,Mjøndalen,19,2001,6.7,1,0,0,8,2,2,0,6,4,,,0,Matches
Halldor Stenevik\d1593f05,no NOR,MFFW,Strømsgodset,20,2000,26.8,6,0,0,37,35,5,56,17,38,,,0,Matches
Herman Stengel\00608940,no NOR,MF,Strømsgodset,25,1995,28.4,5,0,0,12,5,1,113,54,16,,,0,Matches
Gianni Stensness\b9549894,au AUS,DF,Viking,21,1999,13.1,3,0,0,12,8,0,6,13,6,,,0,Matches
Benjamin Stokke\6bce4a7f,no NOR,FW,Mjøndalen,30,1990,18.7,1,0,0,22,16,11,1,3,6,,,0,Matches
Frank Stople\33d86563,no NOR,GK,Haugesund,18,2002,1,0,0,0,0,1,0,0,0,0,,,0,Matches
Jacob Storevik\84088e33,no NOR,GK,Sandefjord,24,1996,30,0,0,0,0,1,0,0,0,0,,,1,Matches
Snorre Strand Nilsen\c38489c4,no NOR,DF,Kristiansund,24,1997,26.5,4,0,0,26,20,1,52,56,24,,,0,Matches
Petter Strand\c26e60c2,no NOR,MFDF,Brann,26,1994,25.6,2,0,0,22,17,0,156,39,42,,,0,Matches
Alexander Stølås\3a8a4db8,no NOR,DF,Haugesund,31,1989,12.8,2,0,0,16,7,1,62,8,12,,,1,Matches
Sander Svendsen\da60fd2a,no NOR,FWMF,Odd,23,1997,24.2,1,0,0,16,22,11,81,4,13,,,0,Matches
Tobias Svendsen\c2a35241,no NOR,FWMF,Lillestrøm,21,1999,8.5,1,0,0,12,14,1,13,2,11,,,0,Matches
Morten Sætra\4399d444,no NOR,GK,Strømsgodset,23,1997,3.7,0,0,0,0,0,0,0,0,0,,,0,Matches
Alexander Søderlund\e61d33f1,no NOR,FW,Haugesund,33,1987,6.9,2,0,0,14,7,5,6,2,11,,,0,Matches
André Sødlund\a0bdd879,no NOR,MFFW,Sandefjord,24,1996,5.5,1,0,0,4,3,0,8,0,7,,,0,Matches
Sondre Sørli\c2dadbf3,no NOR,FW,Bodø/Glimt,25,1995,9.2,1,0,0,11,6,6,54,6,7,,,0,Matches
Bent Sørmo\e19b566b,no NOR,DF,Kristiansund,24,1996,4.3,1,0,0,6,10,1,20,4,7,,,0,Matches
Harald Tangen\550f5516,no NOR,MF,Viking,20,2001,22.1,2,0,0,22,45,2,17,17,21,,,0,Matches
Robert Taylor\1fc0973f,fi FIN,FWMF,Brann,26,1994,24.9,0,0,0,7,26,2,93,27,5,,,0,Matches
Duplexe Tchamba\75926036,cm CMR,DF,Strømsgodset,22,1998,2.1,0,0,0,2,2,1,3,10,4,,,0,Matches
Alexander Tettey\75566759,no NOR,MFDF,Rosenborg,34,1986,5.2,2,0,0,11,2,0,0,6,5,,,0,Matches
Peter Therkildsen\36f9e534,dk DEN,MF,Haugesund,22,1998,28.4,3,0,0,46,32,4,28,30,53,,,0,Matches
Odin Thiago Holm\0355010f,no NOR,MF,Vålerenga,18,2003,9.4,2,0,0,12,11,0,10,5,16,,,0,Matches
Joachim Thomassen\ebc06041,no NOR,MF,Sarpsborg 08,32,1988,26.4,7,0,0,28,17,7,91,18,16,,,0,Matches
Nicolaj Thomsen\e2bf2abc,dk DEN,DF,Vålerenga,27,1993,2.8,0,0,0,2,1,1,4,1,4,,,0,Matches
Mathias Tjoland\e2d36b1b,no NOR,MF,Haugesund,16,2004,0,0,0,0,0,0,0,0,0,0,,,0,Matches
Kristoffer Tokstad\00337474,no NOR,MFFW,Strømsgodset,29,1991,6.4,1,0,0,8,8,3,21,1,7,,,0,Matches
Jonatan Tollås\e8994bec,no NOR,DF,Vålerenga,30,1990,27.5,4,0,0,23,11,0,0,22,28,,,0,Matches
Kristian Torgersen\58265b65,no NOR,MF,Stabæk,17,2003,5.2,0,0,0,3,4,0,4,8,14,,,0,Matches
Fredrik Torsteinbø\49e9ac62,no NOR,MFFW,Viking,29,1991,9.5,0,0,0,6,11,2,19,5,10,,,0,Matches
Tomas Totland\8bb174fc,no NOR,MF,Tromsø,22,1998,26.6,3,0,0,24,26,10,58,47,42,,,0,Matches
Sebastian Tounekti\584fee1f,tn TUN,FW,Bodø/Glimt,18,2002,0.8,0,0,0,0,1,0,4,0,0,,,0,Matches
Mai Traore\d5f32f5e,cg CGO,FW,Viking,21,1999,2.8,2,0,0,6,5,1,0,0,1,,,0,Matches
Zlatko Tripi?\f6d4b6b2,no NOR,FWMF,Viking,28,1992,20.1,4,0,0,32,41,10,160,7,16,,,0,Matches
Jon-Helge Tveita\b7705481,no NOR,MFDF,Brann,29,1992,2.7,0,0,0,3,2,0,6,2,4,,,0,Matches
Isaac Twum\760f3c1b,gh GHA,MF,Mjøndalen,,,19.6,4,0,0,27,46,0,2,55,24,,,0,Matches
Henrik Udahl\bd5d1d10,no NOR,FW,Vålerenga,24,1997,12.9,0,0,0,15,19,6,1,4,9,,,0,Matches
Eirik Ulland Andersen\5f06ae82,no NOR,MF,Molde,28,1992,15.5,3,0,0,16,10,2,54,9,11,,,0,Matches
Joakim Våge Nilsen\14d4c059,no NOR,DFMF,Haugesund,29,1991,0,0,0,0,1,0,0,0,0,0,,,0,Matches
Pavle Vagi?\8f906c5f,se SWE,DFMF,Rosenborg,21,2000,8.4,1,0,0,10,9,0,3,5,7,,,0,Matches
Marc Vales\3ac2d87f,ad AND,DF,Sandefjord,30,1990,12.1,5,0,0,21,6,2,0,32,12,,,0,Matches
Enric Vallès\1d9c1eca,es ESP,MF,Sandefjord,30,1990,4,0,0,0,1,1,0,16,0,3,,,0,Matches
